local_id	name_heb	name_rom	wikidata_qid	lat	lon	occurrences	n_editions	editions	context	kind
ED::פוזין	פוזין					1	1	Maasiot-Pliot	"הנה הגאון הנודע ע״פ תבל ומקובל מהור״ר נפתלי כ״ץ ז""ל שהי׳ אב""ד דק""ק אוסטראה ובק""ק פוזין ובק""ק פראנקפורט דמיין לעת זקנתו ונסע עם אשתו הרבנות לארץ הקדושה. ויהי בבואו לעיר הגדולה סטאמבול הנקראת בלשון …"	edition_only
ED::קאנשטנטינאפיל	קאנשטנטינאפיל					1	1	Maasiot-Pliot	… פראנקפורט דמיין לעת זקנתו ונסע עם אשתו הרבנות לארץ הקדושה. ויהי בבואו לעיר הגדולה סטאמבול הנקראת בלשון אשכנז קאנשטנטינאפיל נפל על ערש דוי ויאמר לכל הנצבים עליו שהוא ימות ואמר באיזה זמן ובאיזה רגע ימות. ויהי בעת יום פקודתו והי' אצלו …	edition_only
ED::אורטיקייא	אורטיקייא					1	1	Maasiot-Pliot	"… מחוץ למחנה וילכו משם ובתוך איזה רגעים נכנס להחדר והוא מת כמו שאמר. זי""ע ועל כל ישראל ע""כ נדפס על דף אחד דפוס אורטיקייא:"	edition_only
ED::ק״ק ליווארני	ק״ק ליווארני					1	1	Maasiot-Pliot	"לעת זקנתו של אותו צדיק הי׳ דירתו בק״ק ליווארני. בא אליו אדם אחד חשוב והוא כהן בקובלנא על אשתו לאמור לו כי נסתרה אשתו עם איש אחד. והגאון הקדוש הרב חיד״א הנ""ל…"	edition_only
ED::קארלסבאד	קארלסבאד					1	1	Maasiot-Pliot	"וכך הי׳ המעשה בשנת תקפ""ט י״ג מנחם אב נח נפשי׳ דרב האי גאון הצדיק מורינו רבי מרדכי בנעט זצלל""ה במרחץ קארלסבאד ולא נפטר בעירו מקום כסאו והובל לקבר בעיר ליכטענשטאדט הסמוכה כשתי שעות. והמקום הנ""ל מקום אינם יהודים ורק קצת י…"	edition_only
ED::שמעו	שמעו					1	1	Maasiot-Pliot	"… ליכטענשטאדט הסמוכה כשתי שעות. והמקום הנ""ל מקום אינם יהודים ורק קצת יהודים דרים שם והוא רחוק מעיר ניקלשפורג ובשמעו עיר ניקלשפורג מפטירת רבם תיכף ומיד רעשו לפנותו משם ולהביאו לעירם להוליכו אללם לקדש בית קבורתם בגוית גוף קדוש …"	edition_only
ED::אורים	אורים					1	1	Maasiot-Pliot	"…רה בקבורת אבם גדול זה. ונפלא מהם דבר המשפט. כי לא ידעו מה הוא ומה לדון ביה. ושלחה המלוכה יר״ה את המשפט לשאול באורים להגאו׳ הצדיק רבי משה סופר בעל חת""ם סופר מפרעשבורג ז""ל שהי׳ באותה מדינה לנס ולמופת ביניהם. שכפי אשר יורה האי ג…"	edition_only
ED::הגאו	הגאו					1	1	Maasiot-Pliot	"…רת אבם גדול זה. ונפלא מהם דבר המשפט. כי לא ידעו מה הוא ומה לדון ביה. ושלחה המלוכה יר״ה את המשפט לשאול באורים להגאו׳ הצדיק רבי משה סופר בעל חת""ם סופר מפרעשבורג ז""ל שהי׳ באותה מדינה לנס ולמופת ביניהם. שכפי אשר יורה האי גדול המ…"	edition_only
ED::נס	נס					1	1	Maasiot-Pliot	"…לחה המלוכה יר״ה את המשפט לשאול באורים להגאו׳ הצדיק רבי משה סופר בעל חת""ם סופר מפרעשבורג ז""ל שהי׳ באותה מדינה לנס ולמופת ביניהם. שכפי אשר יורה האי גדול המדינה כן יקום. ויהי בעבור חצי שנה הי' בלילה אחת ניעור הח״ס כל הלילה בנ…"	edition_only
ED::מופת	מופת					1	1	Maasiot-Pliot	"…מלוכה יר״ה את המשפט לשאול באורים להגאו׳ הצדיק רבי משה סופר בעל חת""ם סופר מפרעשבורג ז""ל שהי׳ באותה מדינה לנס ולמופת ביניהם. שכפי אשר יורה האי גדול המדינה כן יקום. ויהי בעבור חצי שנה הי' בלילה אחת ניעור הח״ס כל הלילה בנדון השו…"	edition_only
ED::ק״ק בריסק דליטא	ק״ק בריסק דליטא					1	1	Maasiot-Pliot	ו. מעשה פלא שאירע באיש אחד צדיק בק״ק בריסק דליטא בזמן קדם.	edition_only
ED::אורן	אורן					1	1	Maasiot-Pliot	"…ן אופן לבטל מנהג שלו רק הסגיר תיכף החנות והפסיד ע״י זה עושר רב וכבדוהו מן השמים עבור זה בבן קדוש רבינו הרמ״א מאורן של ישראל. ר""א:"	edition_only
ED::אבדון	אבדון					1	1	Maasiot-Pliot	…צאתי כתוב לא תשחית פאת זקניך ולא ידעתי מה להשיב מיד שמעתי קול אחד שהי' מכריז תנו נשמתו של זה במדרגה התחתונה שבאבדון תחתית ובעוד שהיו נושאים נשמתי להביאה במדרגה התחתונה יצאה ב״ק ואמרה המתינו לזה שיהודא בני צריך לו לבקש מאתו מה…	edition_only
ED::האינפאלי	האינפאלי					1	1	Maasiot-Pliot	"פעם אחד בא הקדוש והטהור רבי ר׳ זושא מהאינפאלי זללה""ה לכבוד רבינו מאוה""ג הגאון הקדוש רבי רבי שמעלקי מניקלשפורג זי""ע וביקש ר״ר זוסיא שילמוד אתו השיב לו הרה״ק…"	edition_only
"ED::זללה""ה"	"זללה""ה"					1	1	Maasiot-Pliot	"פעם אחד בא הקדוש והטהור רבי ר׳ זושא מהאינפאלי זללה""ה לכבוד רבינו מאוה""ג הגאון הקדוש רבי רבי שמעלקי מניקלשפורג זי""ע וביקש ר״ר זוסיא שילמוד אתו השיב לו הרה״ק ר״ר שמ…"	edition_only
"ED::אוה""ג"	"אוה""ג"					1	1	Maasiot-Pliot	"פעם אחד בא הקדוש והטהור רבי ר׳ זושא מהאינפאלי זללה""ה לכבוד רבינו מאוה""ג הגאון הקדוש רבי רבי שמעלקי מניקלשפורג זי""ע וביקש ר״ר זוסיא שילמוד אתו השיב לו הרה״ק ר״ר שמעלקי אם אתם תלמדו ע…"	edition_only
ED::פרומישלאן	פרומישלאן					1	1	Maasiot-veSihot-Zadikim	"…ב. ר' מענדיל זצ״ל מקאסיב ר' חיים הרהצ״ק מבארדיטשוב ז""ל ר׳ יצחק אייזיק מקאמארנא. הגאון מווילנא זצ״ל. ה״ר מאיר מפרומישלאן זצ״ל הר׳ ברוך זצ״ל ממעזביש. הקדוש מאפטא זלה""ה. הרבי ר' העשיל . הצדיק הגאון מראזדיל. ה״ר דוד מזאבלאטוב. הרהצה״…"	edition_only
ED::מראזדיל	מראזדיל					1	1	Maasiot-veSihot-Zadikim	"… מווילנא זצ״ל. ה״ר מאיר מפרומישלאן זצ״ל הר׳ ברוך זצ״ל ממעזביש. הקדוש מאפטא זלה""ה. הרבי ר' העשיל . הצדיק הגאון מראזדיל. ה״ר דוד מזאבלאטוב. הרהצה״ק הרב ר׳ ישראל מריזין זללה""ה. ה""ר דוד פורקיס. הרבי ר' בער זלה""ה."	edition_only
ED::מזידיטשויב	מזידיטשויב					1	1	Maasiot-veSihot-Zadikim	"…ל ה״ר ר׳ אורי מיסטרעליסק. הרב ר׳ פנחס מקאריץ זלה""ה ר' דוד מפומארין. ר׳ צבי אלימלך מדינוב. ר׳ יצחק אייזיק זצ""ל מזידיטשויב. מהגאון ה""ר אברהם דפוסא ז""ל. מהרה״צ ר׳ איציקיל דראביטשער. מן הרב הגאון ה״ר שלמה קלוגער זצ""ל. מן הרב ר׳ יוסף מ…"	edition_only
ED::ראדטשין	ראדטשין					1	1	Maasiot-veSihot-Zadikim	"…השי""ת היינו לכבד את השבת ויו""ט ולשלם שבר לימוד לבניו. עוד בשם הצדיק הנ""ל שמעתי מהרב ר׳ משה ז״ל שהי׳ אב""ד בק' בראדטשין שאמר בשם אדמו״ר הנ""ל על פסוק והוא עומר עליהם תחת העץ ויאכלו ואמר הצדיק הנ""ל שהוא על דרך משל כמו הצדיק ר׳ אייז…"	edition_only
ED::ק׳ דאלינע	ק׳ דאלינע					1	1	Maasiot-veSihot-Zadikim	"סיפר לי הרב מו""ה וואלצי שהיה מו""צ בק׳ דאלינע שהיה רגיל לנסוע בכל פעם לקאסיב להרבי ר' מענדלי ז""ל פעם אחת דיבר עם גיסו ר׳ יעקב שהיו קורין אותו אנקילע והפליא…"	edition_only
ED::בית יעקב	בית יעקב					1	1	Maasiot-veSihot-Zadikim	"…לו אמר לו הרב כשאמרתי לך שאתה חשוב לא הרע בעיניך כלל הלא מצינו בקבלת התורה שאמר הקב״ה למשה רבינו ע״ה כה תאמר לבית יעקב ותגיד לבני ישראל אתם ראיתם וכו׳ אלה הדברים אשר תדבר אל בני ישראל ופירש״י ז""ל אלה הדברים לא פחות ולא יותר וקשה…"	edition_only
ED::אפרים	אפרים					1	1	Maasiot-veSihot-Zadikim	"…ד בשם הצדיק הנ""ל וירא ישראל את בני יוסף ופירש״י ז""ל ביקש לברכם ונסתלקה שכינה ממנו לפי שעתיד ירבעם ואהאב לצאת מאפרים ויהוא ובניו ממנשה ואמר הצדיק הנ""ל אשר בתיבת בני מרומז כל זאת כי הראשיתיבות של בני הוא ירבעם בן נבט גם יהוא בן…"	edition_only
ED::מנשה	מנשה					1	1	Maasiot-veSihot-Zadikim	"…רא ישראל את בני יוסף ופירש״י ז""ל ביקש לברכם ונסתלקה שכינה ממנו לפי שעתיד ירבעם ואהאב לצאת מאפרים ויהוא ובניו ממנשה ואמר הצדיק הנ""ל אשר בתיבת בני מרומז כל זאת כי הראשיתיבות של בני הוא ירבעם בן נבט גם יהוא בן נמשי."	edition_only
ED::ק׳ זידטשוב	ק׳ זידטשוב					1	1	Maasiot-veSihot-Zadikim	"שמעתי מהצדיק ר׳ שלמה סופר ז""ל מדאלינע פעם אחת היו כמה צדיקים יושבים מסובים על סעודת ר""ח ניסן בק׳ זידטשוב והר, שלמה ז""ל הי' ג""כ הוא מיסב עמהן ובעת הסעודה אמר הצדיק הרב ר' שמעון ז""ל מיעריסלאב הנה אנחנו אוכלים באנשים …"	edition_only
ED::ראזינטאב	ראזינטאב					1	1	Maasiot-veSihot-Zadikim	"שמעתי מהרב הגאון מראזינטאב מוה׳ אליעזר ליפא ז""ל שאמר בשם הרב הגאון הקדוש מוה׳ לוי יצחק זצלה""ה מבארדיטשוב ששאלו להרב הקדוש הנ״ל מאמר בתיק…"	edition_only
ED::ארביסר	ארביסר					1	1	Maasiot-veSihot-Zadikim	"… אליעזר ליפא ז""ל שאמר בשם הרב הגאון הקדוש מוה׳ לוי יצחק זצלה""ה מבארדיטשוב ששאלו להרב הקדוש הנ״ל מאמר בתיקונים ארביסר בראשית עלה אתמר ראשית בכורי אדמתך תביא בית ד׳ וכו׳ וסמוך לראשית בכורי אדמתך לא תבשל גדי בחלב אמו מה האי לגבי …"	edition_only
ED::מערתא	מערתא					1	1	Maasiot-veSihot-Zadikim	בתיקונים דף קי״ג בעובדא דבעלי קבין דהוה רהיט כשרביטא דככבא עבד לון קפיצה ואשכחו גרמייהו לפני מערתא כהרף עין ואפשר לומר דהקפיצה הי' בלי שום שם רק בכח האמונה גדולה שלו בהשי״ת כמבואר בספר הקדוש דגל מחנה אפרים בפ…	edition_only
ED::טשיטשילניק	טשיטשילניק					1	1	Maasiot-veSihot-Zadikim	"מעשה מהצדיק הקדוש רבי ר' ברוך ז""ל נכד הבע״ש ז""ל העיר טשיטשילניק עם ז׳ כפלים סמוכים להעיר היו שייכים לאדון אחד ונתעלה האדון הנ""ל וקבע דירתו בעיר פעטערסבארג כי נעשה שני למלך ו…"	edition_only
ED::קאמנץ	קאמנץ					1	1	Maasiot-veSihot-Zadikim	… חסיד יותר. להשני ניסע מכאן לביתינו לשלום ולא לקאמניץ אמר לו השני הוא סיפר לך מעשה מזקנו ואתה תאמר לבלי ליסע לקאמנץ והתחילו מריבה ביניהם אמר אחד לחבירו הלא אנחנו איזרנו כל השבוע פה מעזביש ניסע נא עיד פ״סה אחת כמו שאמר אדמו״ר …	edition_only
ED::עזביש	עזביש					1	1	Maasiot-veSihot-Zadikim	…פר לך מעשה מזקנו ואתה תאמר לבלי ליסע לקאמנץ והתחילו מריבה ביניהם אמר אחד לחבירו הלא אנחנו איזרנו כל השבוע פה מעזביש ניסע נא עיד פ״סה אחת כמו שאמר אדמו״ר ונראה מה יהיה מזה והתחילו ליסע לביתם ובבואם להיער הראשון עמד שם דייטש ל …	edition_only
ED::מפעטערסבארג	מפעטערסבארג					1	1	Maasiot-veSihot-Zadikim	… לביתם ובבואם להיער הראשון עמד שם דייטש ל אחד ואמר להם יהודים מאין אתם אגיד לכם חדשות זה ג׳ ימים אשר בא פקודת מפעטערסבארג לתלות שני לייבלך וכבר עמדו התלויה ושלחו לבר האדונים שיבואו ויראו איך תולים אותם כשמעם זאת לא השיבו לו כלום ונ…	edition_only
ED::לבהכ״נ	לבהכ״נ					1	1	Maasiot-veSihot-Zadikim	"מעשה מהרבי ר' ברוך ז""ל בעת שהי׳ הרב הגאון הצדיק ר' לוי יצחק ז""ל בבארדיטשיב הי' מנהגו לילך בכל פעם לבהכ״נ לדרוש ובזמן ההוא בא איש אחד מדיליטא גאון העולם והי׳ מתגורר בבארדיטשוב והיה יושב בבהמ״ד ואחב""י רחמנים היו מפרנ…"	edition_only
ED::בארך טשיב	בארך טשיב					1	1	Maasiot-veSihot-Zadikim	"…הליטוואק והקשה קושיא ונסע לדרכו עם הקושיא. אח״ז נסעו החסידים מבארדיטשיב להרבי ר׳ ברוך ז""ל ושאל אותם על חדשות בבארך טשיב סיפרו לו שבא ליטוואק אחד והציק להרב בקושיותיו באמצע הדרשה שאל הרבי ר׳ ברוך. והיא למדן השיבו לו אשר הוא גאון ג…"	edition_only
ED::ליטוואק	ליטוואק					1	1	Maasiot-veSihot-Zadikim	"…דוש הנ""ל הלך לדרוש וכל המופלגים הלכו לשמוע הדרשה וגם הליטיואק הלך לשמוע ובתוך הדרשה שהיו דורש בפלפול גדול בא הליטוואק והוקשה להרב קושיא גדולה והרב הקדוש נתן לו שלום ושאל אותו מאין אתם השיב לו מדיליטא מעיר פלוני אמר לו הרב ז""ל ה…"	edition_only
ED::ווערדאן	ווערדאן					1	1	Maasiot-veSihot-Zadikim	"…בי ז""ל מרימינאב סיפר לו המעשה הזאת הנה הרב הצדיק הקדוש ר' מענדלי ז""ל מרימינאב נסע פעם אחת למרחץ דם לעיר גרוים ווערדאן באונגידי' ושכרו שם עבורו בית עם גן נאה ואע""פ שהיו במקום רחוק עם כל זאת החסידים שלו נסעו אליו לשם. ואצל אכסניא…"	edition_only
ED::אונגידי	אונגידי					1	1	Maasiot-veSihot-Zadikim	"…ימינאב סיפר לו המעשה הזאת הנה הרב הצדיק הקדוש ר' מענדלי ז""ל מרימינאב נסע פעם אחת למרחץ דם לעיר גרוים ווערדאן באונגידי' ושכרו שם עבורו בית עם גן נאה ואע""פ שהיו במקום רחוק עם כל זאת החסידים שלו נסעו אליו לשם. ואצל אכסניא שלו היה …"	edition_only
ED::טאבאק	טאבאק					1	1	Maasiot-veSihot-Zadikim	"…ז""ל הולך בכל יום בהגן לשאוף רוח צח ואחד מהחסידים נושא לו מעט יין ואחד נושא לו כסא ואחד נושא לו הלילקא צביך עם טאבאק ונתקנא האדון הרב ז""ל מאוד אשר ליהודי יהיה ככל הכבוד הזה ומחמת קנאה נפל האדון למשכב ר""ל ובא אליו הכומר משם והכ…"	edition_only
ED::ווארש	ווארש					1	1	Maasiot-veSihot-Zadikim	"…כפר אצל רינדאר אחד ושמו של המלמד היה ר׳ צדוק ז""ל והיה איש אלקים כמו שתראה מהמעשה הזאת. ובאותו הזמן היה ווייל בווארשא שיבררו להם מלך כי כן היה בימים הקדמונים אשר פעם אחת לכמה שנים נתוועדו האדונים מפולין להעיר ווארשא ובוחרים לה…"	edition_only
ED::מזאמישט	מזאמישט					1	1	Maasiot-veSihot-Zadikim	…סוד שיקחו טו״ת ובגדי שבת שאפילו נשיהם לא ידעו מזה וכן היה והלכו מביתם וכמו שלשה פרסאות מביתם פגע בהם ראש הקהל מזאמישט ושאל אותם אנה תלכו והשיבו לאיזה עסק אמר להם אין אתם משטים אותי כי בוודאי אתם הולכים ללובלין ואמר לערל אחד לשמ…	edition_only
ED::דאליגע	דאליגע					1	1	Maasiot-veSihot-Zadikim	"הצדיק ר׳ דוד זלאטים ז""ל והחסיד הר׳ אליעזר הגדול מדאליגע הלכו יחד ללובלין והיו מוכרחים לילך דרך עיר קטנה שלא היו דרים שם יהודים וקודם לעיר ההיא היה ישוב מכמה יהודים ש…"	edition_only
ED::ריקירטערינג	ריקירטערינג					1	1	Maasiot-veSihot-Zadikim	… מקאזיני דרכו ליסע ללובלין ודיבר עם השני חסידים הנ״ל והוטבו בעיניהם וקנה להם שבר ואח״כ הלכו דרך העיר והיה בעת ריקירטערינג ונלכדו לבית האסורים ובלילה ההיא מלאו את בית האסורים עם יהודים ועמהם, ובבוקר ראו אשר אשה אחת יש בבית האסורים ו…	edition_only
ED::פיקאב	פיקאב					1	1	Maasiot-veSihot-Zadikim	"… הבית הוואנער לקח את הפרה לחוץ וכיבד את הבית וה""ר ר' משה ליב ז""ל אמר בכל פעם רבש״ע לבל תשבית לי את השמחה הרב מפיקאב חושב בדעתו מה שמחה זו רק שידע שהדרך של הרבי ר׳ משה ליב בלי להבין והגשם הולך בכל פעם יותר. אח״ז התפללו מנחה ומ…"	edition_only
ED::טיוויל	טיוויל					1	1	Maasiot-veSihot-Zadikim	"לך לטיוויל איני רוצה בך ולנסיעתך והרבי ז""ל לקח אותו ושלח אותו עם איש אחד תיכף למרחץ ולטבול ולספר כללא של דבר הרב ז""ל ניי…"	edition_only
ED::מראזליל	מראזליל					1	1	Maasiot-veSihot-Zadikim	"מעשה שסיפר הרב הצדיק ר׳ יודא צבי ז""ל מראזליל בעת סעודת מלוה מלכה פעם אחת היו שני מלכים נלחמו זע״ז עבור חלק מדינה נצחו זא״ז והפסידו זל""ז אלפים ורבבות אנשים…"	edition_only
ED::מדיליטא	מדיליטא					1	1	Maasiot-veSihot-Zadikim	"…׳ יוסלי ז""ל לעשות פשרה ביניהם והיו נותנים לו בכל שנה ג׳ מאות קערבליך וכן הי׳ כמה שנים ואח״כ נזדמן שבא איש אחד מדיליטא להעיר הנ""ל והיה מופלג גדול בתורה ונתחברו אליו אנשים פשוטים וביקשו לעשות אותו לאב״ד לדור שם תמיד והחסידים לא ר…"	edition_only
ED::הקאמיר	הקאמיר					1	1	Maasiot-veSihot-Zadikim	"…ק אמר להם הרב ז""ל לכו עמו לבני ר׳ חיים שיחי׳ והלכו עמו לשם וסיפרו לו המעשה אמר להם הרב ר׳ חיים ז""ל סגרו אותו בהקאמיר ותנו לו לאכול האנשים ההם לקחו אותו להקאמיר ונתנו לו לחם וי״ש ובשר וכל טוב וסגרו אותו היטב וכמו בשני שעות בא א…"	edition_only
ED::ק׳ קיטוב	ק׳ קיטוב					1	1	Maasiot-veSihot-Zadikim	…וארו ואח״כ יודע לו שסגרו איזה עני בהקאמיר של הצדיק ר׳ חיים ז״ל ובאו אליו וחפשו בהחבילה ומצאו שטערנטוכיל שגנב בק׳ קיטוב האיש מקוטב נטל את שלו והאיש עם החבילה הלך לדרכו ע״כ שמעתי.	edition_only
ED::עסראביע	עסראביע					1	1	Maasiot-veSihot-Zadikim	… מה שלח אותו אך ממה שהביא לו היה נודע על מה שלח אותו ליסע כי בכל פעם הביא לו בעלי תשובה ופעם אחת נסע במדינות בעסראביע והיה	edition_only
"ED::בעהע""ג"	"בעהע""ג"					1	1	Maasiot-veSihot-Zadikim	"…השיב לו עוד הלא אמרתי לך אשר דעתי שתיסע ללבוב ונסע לביתו דרך קאלימייע וראה עגלה אחת עומדת בשוק קאלימייע ושאל לבעהע""ג אנה אתם נוסעים השיב לו ללבוב ועלה בדעתו אפשר הוא מן השמים שיסע ללבוב והשווה א""ע עם הבעה״ג שיסע עמו ללבוב ובבו…"	edition_only
ED::הראשון	הראשון					1	1	Maasiot-veSihot-Zadikim	…מלמד מה אוכל לעזור לכם אני אכתוב לכם על צעטיל שמות מהוגידים בפה ותלכו אליהם אולי תפעלו מה ונתן לי צעטיל והלך להראשון שנכתב בהצעטיל והראו אותו להחנות שלו ובבואו נתן לו הנגיד שלום ואמר לו אני רואה שאתם רוצים לדבר עמי ועתה אין לי…	edition_only
ED::הצעטיל	הצעטיל					1	1	Maasiot-veSihot-Zadikim	…עזור לכם אני אכתוב לכם על צעטיל שמות מהוגידים בפה ותלכו אליהם אולי תפעלו מה ונתן לי צעטיל והלך להראשון שנכתב בהצעטיל והראו אותו להחנות שלו ובבואו נתן לו הנגיד שלום ואמר לו אני רואה שאתם רוצים לדבר עמי ועתה אין לי פנאי לדבר עמכ…	edition_only
ED::קאלימייעונסע	קאלימייעונסע					1	1	Maasiot-veSihot-Zadikim	"…רה ולן שם ובבוקר ראה שיש לו סחו""ה וגם מעות כי לא האמין לעצמו אם זאת בהקיץ או בחלום ובאמצע היום אתרחש לו עגלה לקאלימייעונסע לקאלימייע ומשם לקאסיב עם הסחורה ובבואו להרב ז""ל נתן לו שלום ואמר לו לעמבערנער סוחר סחרת טוב בלבוב וסיפר לו אי…"	edition_only
ED::ק' זאלינע	ק' זאלינע					1	1	Maasiot-veSihot-Zadikim	מעשה מהצדיק הגאון ר׳ דוד מפואמארין שהיה רב בק' זאלינע	edition_only
ED::הי	הי					1	1	Maasiot-veSihot-Zadikim	על איש אחד מקאליש ושמו עזריאל שהיו מחזיק הפערלנא בקאליש בגליל סטריא הי׳ עליו עלילה שעושה סטעמפלין ומסר אחד כתוב כן לערכאותיהם ובאו קאמיסייע וחי…	edition_only
ED::הפרטיקאל	הפרטיקאל					1	1	Maasiot-veSihot-Zadikim	"… הקב״ה בראם עבור טובות ישראל, ואח""כ אמר הצדיק הנ""ל לאיש הנ""ל תסעו לביתכם השי״ת בוודאי יושיע אתכם אח""כ כשהגיע להפרטיקאל להתברר הדבר ולקחו הניירות לראות אותם והיה המקום הסטעמפלין חתיכים כמו בסכין ולא היה הדבר יכול להתברר ונעשה מזה…"	edition_only
ED::דינוב	דינוב					1	1	Maasiot-veSihot-Zadikim	"מעשה שסיפר הרב הצדיק הקדוש ר׳ צבי אלימלך ז""ל מדינוב."	edition_only
ED::שאול תחתית	שאול תחתית					1	1	Maasiot-veSihot-Zadikim	"…ה לעצמו על מקום הלז, ואמר הצדיק הנ""ל מן המצוה שאדם עושה נשאר רושם והרושם הלז יוכל להמשיך וליטול את האדם כמעט משאול תחתית והצדיק הרגיש בדבר שלא היה יכול להכין א""ע שם וסיפר מזה הענין בעיר אחת היה סוחר אחד אשר מסחרו היה עם יין והיה ל…"	edition_only
ED::ביטשאטש	ביטשאטש					1	1	Maasiot-veSihot-Zadikim	"… צבי הנ""ל לא היו לו בנים ר""ל וגם היה רגיל לנסוע מבוטשאטש לפרימשלאן להצדיק ר' מאיריל ז""ל ודרכו היה מביתו קודם לביטשאטש והיה אומר להצדיק מבטשאטש שהוא נוסע לר׳ מאיריל ז""ל כי הרב הצדיק מבוטשאטש והצדיק ר' מאיריל היו אוהבים זא״ז מאוד…"	edition_only
ED::שאטש	שאטש					1	1	Maasiot-veSihot-Zadikim	…ע״ב שמעתי מזה אנו רואין האיך גדול כה הצדיקים דהמעשה הזאת הוא כמו המעשה בארישע הנביא עם נעמן שר צבא ארם . בעיר שאטש בבאקווינע היה עשיר אחד ושמו נתן שמעון והיה מסחרו לגאלאץ ולא היה לו בנים והיה מקטני אמנה בהצדיקים כי היא היה מ…	edition_only
ED::באקווינע	באקווינע					1	1	Maasiot-veSihot-Zadikim	…עתי מזה אנו רואין האיך גדול כה הצדיקים דהמעשה הזאת הוא כמו המעשה בארישע הנביא עם נעמן שר צבא ארם . בעיר שאטש בבאקווינע היה עשיר אחד ושמו נתן שמעון והיה מסחרו לגאלאץ ולא היה לו בנים והיה מקטני אמנה בהצדיקים כי היא היה מאנשי זמננו…	edition_only
ED::קארטין	קארטין					1	1	Maasiot-veSihot-Zadikim	"שיחות צדיקים השומרים וישב עמהם לשחוס עמהם בקארטין והרוויחו אצלו ארבעה מאות ר""כ וזאת היתה בכוונה כדי שלא יהא שום פחד להצדיק מריזען ובא עמו להעיר ע""כ שמעתי ואחרי…"	edition_only
ED::ק׳ גאוויסעליץ	ק׳ גאוויסעליץ					1	1	Maasiot-veSihot-Zadikim	…כשתיים ובזה יהיו יוצא כל הדעות ע״כ הרבי ר' מאיריל בעת שהיה עוד רך בשנים ולא היה אז עוד מפורסם היה דרכו לנסוע לק׳ גאוויסעליץ בבעסר אביע וקצת אנשים היו מחזיקים אותו לאיש אלוקים ובעת ההוא יצא גזירה לבל ידו שום יהודי עשרה ווערסט סמוך להג…	edition_only
ED::בעסר אביע	בעסר אביע					1	1	Maasiot-veSihot-Zadikim	…ו יוצא כל הדעות ע״כ הרבי ר' מאיריל בעת שהיה עוד רך בשנים ולא היה אז עוד מפורסם היה דרכו לנסוע לק׳ גאוויסעליץ בבעסר אביע וקצת אנשים היו מחזיקים אותו לאיש אלוקים ובעת ההוא יצא גזירה לבל ידו שום יהודי עשרה ווערסט סמוך להגרעניץ והלכו…	edition_only
ED::ווערסט	ווערסט					1	1	Maasiot-veSihot-Zadikim	… לק׳ גאוויסעליץ בבעסר אביע וקצת אנשים היו מחזיקים אותו לאיש אלוקים ובעת ההוא יצא גזירה לבל ידו שום יהודי עשרה ווערסט סמוך להגרעניץ והלכו אנשים בקובלנא לפניו וסיפרו לו מהגזירה והשיב להם הגזירה יתבטל מהרה ומהפסטאג העשו בעירכם בה…	edition_only
ED::הפסטאג	הפסטאג					1	1	Maasiot-veSihot-Zadikim	…שום יהודי עשרה ווערסט סמוך להגרעניץ והלכו אנשים בקובלנא לפניו וסיפרו לו מהגזירה והשיב להם הגזירה יתבטל מהרה ומהפסטאג העשו בעירכם בהכ״נ וכן היה שבזמן קצר הוכרח המלך מרוסיא לשבר את הפעסטאג משם ויצא כרוז שיקחו כל אחד לעצמו אבנים …	edition_only
ED::הכ״נ	הכ״נ					1	1	Maasiot-veSihot-Zadikim	…ט סמוך להגרעניץ והלכו אנשים בקובלנא לפניו וסיפרו לו מהגזירה והשיב להם הגזירה יתבטל מהרה ומהפסטאג העשו בעירכם בהכ״נ וכן היה שבזמן קצר הוכרח המלך מרוסיא לשבר את הפעסטאג משם ויצא כרוז שיקחו כל אחד לעצמו אבנים מהפעסטאג ועשאו שם …	edition_only
ED::מגאלאץ	מגאלאץ					1	1	Maasiot-veSihot-Zadikim	"…ר׳ איציקיר מקאליש וה""ר איציקיל היה אחיו של הצדיק ר׳ מאיריל ז״ל וסיפר לי בזה הלשון פעם אחת באו לדודי שני אנשים מגאלאץ אחד היה אברך והשני היה עוד בחור שאל אותם דודי ז""ל מאיזה מקום אתם אמרו לו מגאלאץ אנחנו אמר להם האם יש בגאלאץ א…"	edition_only
ED::הריגיד	הריגיד					1	1	Maasiot-veSihot-Zadikim	…בר הזה להם לשמחה כי בעת ההיא היה הריזינער בעצבות ומכש״כ הגבאים מחמת שאז היו נושאים ונותנים בוויען אם לשלוח את הריגיד בחזרה לרוסינלאנד וכששמעו שיש פקידה מר׳ מאיריל ידעי בבירור שיהיה מהפקידה איזה שחוק ואפשר יהיה למשיב נפש להצדיק…	edition_only
ED::רוסינלאנד	רוסינלאנד					1	1	Maasiot-veSihot-Zadikim	…חה כי בעת ההיא היה הריזינער בעצבות ומכש״כ הגבאים מחמת שאז היו נושאים ונותנים בוויען אם לשלוח את הריגיד בחזרה לרוסינלאנד וכששמעו שיש פקידה מר׳ מאיריל ידעי בבירור שיהיה מהפקידה איזה שחוק ואפשר יהיה למשיב נפש להצדיק והניחו אותו ליכנ…	edition_only
