local_id	kind	name_heb	name_rom	wikidata_qid	occurrences	n_editions	match_status	grade	confidence	sound_match	flags	kima_id	kima_name_rom	kima_name_heb	distance_km	candidates	kima_url	context_sample	decision	chosen_kima_id	reviewer_notes
ED::ק׳ אפטא	edition_only	ק׳ אפטא			1	1	fuzzy	C_review	1.0							13312		…מאוד ושלחו לרוטשעוואהל עם מכתב שיכניסו בישיבה שלו עד שיסמכהו לרבי ויתן לו בגד משי שלו הלבן. וכן הוה. ומשם בא לק׳ אפטא והמשיך עדה. ומפני המחלוקת עקר משם לק׳ סאסוב :			
ED::נעמסט	edition_only	נעמסט			1	1	fuzzy	C_review	1.0							3494		…למיד מובהק להרבי מלובלין. וזכיתי להכירו ולשמוע מפיו ממש. כי בעת הי' הה״ק רבי ר׳ אלימלך בנ״ש. א׳ לו כמתרעם מלך נעמסט מיר אוועק מיינע חסידים. השיבו בחרדת קודש. רבי אני שלך ואנשי שלך.			
ED::קראסניבראד	edition_only	קראסניבראד			1	1	name_exact	A_autolink	0.95	True		488	Krasnobród (Poland)	קרסנוברוד (פולין)		488	https://data.geo-kima.org/Places/Details/488	"…אף שהי׳ צדיק גדול ובכל לילה אחר טבילת מקוה הלך לביהכנ״ס לעבודתו בקודש. ועשה שידוך עם בנו הנ""ל שהי' עילוי מעיר קראסניבראד. עם נגיד פשוט אחד שהי׳ מחזיק שם הקרעטשמי סמוך לעיר. ובלילה קודם יום החתונה בסעודת חתן מאָהל שהי׳ נהוג בימים ה…"			
ED::בית הרר״ש	edition_only	בית הרר״ש			1	1	no_match	C_review	0.0									…אותו ולא יביאהו לעבור ח״ו כיבוד אב. ובזמן קצר המירה הכלה דתה כידוע בעיר הנ״ל. ובעת שהיה הרבי מלובלין בילדותו בבית הרר״ש. היה המנהג שהוא אמר בכל יום הברכות בקול רם לפני רבו הרר״ש והוא השיב אמן ויקנאו בו חבריו התלמידים אכן הרר״ש אמ…			
ED::ספ״י	edition_only	ספ״י			1	1	no_match	C_review	0.0									… הגה״ק רר״ש נתמנה לניקלשפורג לרב. אז אמרה אליו זוגתו שיסע לנ״ש ללמוד תורה וישמע אלי' ויסע לנ״ש ויקבלהו הרה״ק בספ״י ואמר לו כי בא אליו במועדו כי הרבנים ממעהרין אמרו עליו שאיננו גדול בתורה בנגלה רק בנסתר יש לו רוה״ק וטעותם הי׳…			
ED::רוטשעוואהלר	edition_only	רוטשעוואהלר			1	1	no_match	C_review	0.0									…יע לפניו. שבחפצו לעשות עמו שותפות ולהשקיע ג״כ סך שלש מאות אדומים. ויצוהו לקנות יער אצל ראטשעוואהל. שהיה נקרא „רוטשעוואהלר קעמפא״. הוא ר׳ יוזפא. היה הסוחר הראשון במדינת פיליןפולין ששלח סחורה על פני המים לדאנציג. ויסחרו שני השותפים ה…			
ED::הרר״ש	edition_only	הרר״ש			1	1	fuzzy	C_review	0.667							88133		הרדיפות. שהי׳ לזקיני הרר״ש בעירו נאלץ לעזוב את רוטשעוואהל אם גם היתה שם רבנות גדולה. כי ר״פ ישובים עד עיר ווארשא הי' שייכים לעיר ראטשעוו…			
ED::חמתו	edition_only	חמתו			1	1	no_match	C_review	0.0									…דולה. כי ר״פ ישובים עד עיר ווארשא הי' שייכים לעיר ראטשעוואהל בימים ההם. בעזבו את העיר שמררה את חייו כ״כ. קלל בחמתו את העיר שתחרב. ואמנם כן היה כי נהר הוייכסיל עלה גדותיו והפיץ חלק גדול מהעיר. זקיני הרר״ש העתיק דירתו לשינאווי…			
ED::תחרב	edition_only	תחרב			1	1	no_match	C_review	0.0									…שובים עד עיר ווארשא הי' שייכים לעיר ראטשעוואהל בימים ההם. בעזבו את העיר שמררה את חייו כ״כ. קלל בחמתו את העיר שתחרב. ואמנם כן היה כי נהר הוייכסיל עלה גדותיו והפיץ חלק גדול מהעיר. זקיני הרר״ש העתיק דירתו לשינאווי ומשם לעיר נ״ש…			
ED::נהר הוייכסיל	edition_only	נהר הוייכסיל			1	1	no_match	C_review	0.0									…' שייכים לעיר ראטשעוואהל בימים ההם. בעזבו את העיר שמררה את חייו כ״כ. קלל בחמתו את העיר שתחרב. ואמנם כן היה כי נהר הוייכסיל עלה גדותיו והפיץ חלק גדול מהעיר. זקיני הרר״ש העתיק דירתו לשינאווי ומשם לעיר נ״ש. בתחלה צווה את תלמידו (הוא חו…			
ED::קארדינאל	edition_only	קארדינאל			1	1	no_match	C_review	0.0									…פטירתו נשאר אקט אפותקי על נכסי השרים טעפער עט פאטאצקי על סך תשעים ותשעה אלפים אדומים אשר הנכסים היו תחת מורשה קארדינאל א׳ ברומיא. הרה״ג ר׳ ישראל אבד״ק גור הי׳ מקודם נלמד בבית הג׳ ר׳ צבי הירש בן זקיני ר׳ יוזפ בקאזמיר ולכן היה עמו…			
ED::קאפע	edition_only	קאפע			1	1	no_match	C_review	0.0									לניקלשפורג נקרא לבא לגביר אחד חסיד על קאפע וכיבדו אותו בכלים מכלים שונים בכלי אחת הקאפע ובכלי אחת החלב כנהוג. ושאל להגביר איה החלב. והראה לו הגביר באצבע…			
ED::ק׳ קראקא	edition_only	ק׳ קראקא			1	1	fuzzy	C_review	0.6							489		"…גה״ק רר״ש זצ״ל משינאווי לק׳ נ״ש. לקח עמו את תלמידו הה״ק ר׳ משה ליב מסאסיב זצ""ל. ויהי בהיותם בדרך נאלצו לשבות בק׳ קראקא. ותהום כל העיר לקראת הגה״ק מהרר״ש וכבדוהו כי דרוש ידרוש ביום השבת בביהכנ״ס. ויאות להם. ויוועץ עם תלמידו הרמ״ל…"			
ED::מבע״ב	edition_only	מבע״ב			1	1	no_match	C_review	0.0									אחרי אשר מבע״ב העיר היו בקראקא ושמעו הדרשה אשר הכינותי לדורשה בפה״ק אי אפשר עוד לאומרה שנית בזה. ויאמר לו תלמידו נקח מועד לע…			
ED::ערעגשאס	edition_only	ערעגשאס			1	1	no_match	C_review	0.0									…יכם אלי כדברים אשר דברתי אל לבי עכתד״ק (מס׳ מעשה צדיקים וס׳ דברי אבות שם וממכתביי הגאונים מ׳ שלמה סופר אבד״ק בערעגשאס ומ׳ יעקב אליעזר ווייס אבד״ק אגראס שי׳. ובס׳ דורש לפרקים באבות שם :			
ED::לורבטוב	edition_only	לורבטוב			1	1	no_match	C_review	0.0									…ריטש. ואופן ביאת הקדושת לוי בפעם הראשון אל הרר״ש היה כי בעל קדושת לוי היה חתן נגיד וקצין מפורסם ר׳ שמואל פרץ בלורבטוב. והיה עילוי מפורסם ועסקן גדול במצות. כאשר יסופר עליו בלוברטוב שכל האורחים שבאו אליו הוא בעצמו רץ לשוק והביא א…			
ED::האניפאליא	edition_only	האניפאליא			1	1	fuzzy	C_review	1.0							335		לה) כתב בס׳ אמונת צדיקים אות ס״ט פ״א בא הרבי ר׳ זושא מהאניפאליא אל הרר״ש. וביקשו שילמוד אתו השיב הרר״ש אם אתם תלמדו עמי חכמת הנסתר אני אלמוד עמכם בנגלות התורה. ואמר לו כן וש…			
ED::ניקלשפורגה	edition_only	ניקלשפורגה			1	1	no_match	C_review	0.0									…י דשמיא בכל עת. וע״כ שנאוהו. ולא נתנו לו שכרו הקצוב. והה״ק רבי ר' אלימלך מליזענסק כנודע לו הדבר שם לדרך פעמיו ניקלשפורגה ולא גילה מי הוא אך בתור דרשן עובר אורח וירכוש את לבות אנשי העיר בדרושיו. ואחרי אשר ראה וידע כי לב ראשי העיר ב…			
ED::מ	edition_only	מ			1	1	no_match	C_review	0.0									כשמוע הגאון דבריו נחלש דעתו ולא השיב לו מאומה. כי ידע כי רבו הק׳ רר״ש אוהב אותו מאוד. רק כאשר בא אל בית רבו מצאהו…			
ED::פתחא	edition_only	פתחא			1	1	no_match	C_review	0.0									"…ו שהוא בקי גדול כמו הגאון בעל הש״ך ז״ל וצדיק כמו הגאון רבי ר׳ שמעלקא הורוויטץ ז""ל אבד״ק נ״ש. ואמר עד שאני בא לפתחא דרבי עקיבא איגר אני חושב שאני למדן. אבל כשאני בא לחדרו רואה אני מי הוא זה הראוי לקרות בשם ת""ח גדול ואני בטל נ…"			
ED::טשארנאבל	edition_only	טשארנאבל			1	1	fuzzy	C_review	1.0							15239		…ל שבת אחד תשעה תלמידים מתלמידי מורי הקדושים הלא המה הרה״ק ר׳ שמואל שמעלקי ואחיו הרה״ק ר׳ פנחס והרה״ק ר׳ נחום מטשארנאבל והרה״ק ר׳ לוי יצחק מברדיטשוב אשר היה אז אבד״ק פינסק והרה״ק ר׳ זאב וואלף מזיטאמיר והאחים הק׳ ר׳ אלימלך ור' זוס…			
ED::גיא	edition_only	גיא			1	1	no_match	C_review	0.0									"…עלי באר ענו לה באר חפרוה שרים כרוה נדיבי עמים. במחוקק במשענותם ממדבר מתנה וממתנה נחליאל ומנחליאל במות ומבמות הגיא וכשם שנתרפא חזקי׳ מלך יהודה מחולי׳ כך לא יהי' שום חולה ושום חולשה לפב״פ בשם אגל""ה וקודם שימנה תשעה ירפא הקב״ה…"			
ED::אוליינאב	edition_only	אוליינאב			1	1	fuzzy	C_review	1.0							540		"…נטו אחרי המגיד ממעזעריטש זצוק""ל והיו תלמידים מובהקים אצלו [אמר המעתיק במכתב הרב מסעראצק כ׳ בשם הרב ר׳ אליעזר מאוליינאב אשר זקיני הר״ר שמעלקי מנ""ש הי' מקודם תלמיד הג״מ יצחק חריף אבד""ק סאמביר בהג״מ יוסף משה אבד״ק הנ""ל בע״ס מגיד מש…"			
ED::חרדה	edition_only	חרדה			1	1	fuzzy	C_review	0.667							21221		"…גיד משנה על משנת חסידים] ויהי בעת אשר התלקחה אש המחלוקת בין הגאון מווילנא ובין תלמידי הבעש״ט ז""ל וכל ארץ ליטא חרדה ורגזה מקול החרם אשר החרימו בווילנא וסביבותיה את כת החסידים בשנת תקל״ב ח' ניסן בהסכם ובהחלט הבד""ץ וראשי עדת וו…"			
ED::רגזה	edition_only	רגזה			1	1	fuzzy	C_review	0.667							82577		"…נה על משנת חסידים] ויהי בעת אשר התלקחה אש המחלוקת בין הגאון מווילנא ובין תלמידי הבעש״ט ז""ל וכל ארץ ליטא חרדה ורגזה מקול החרם אשר החרימו בווילנא וסביבותיה את כת החסידים בשנת תקל״ב ח' ניסן בהסכם ובהחלט הבד""ץ וראשי עדת ווילנא ו…"			
ED::קול החרם	edition_only	קול החרם			1	1	no_match	C_review	0.0									"…משנת חסידים] ויהי בעת אשר התלקחה אש המחלוקת בין הגאון מווילנא ובין תלמידי הבעש״ט ז""ל וכל ארץ ליטא חרדה ורגזה מקול החרם אשר החרימו בווילנא וסביבותיה את כת החסידים בשנת תקל״ב ח' ניסן בהסכם ובהחלט הבד""ץ וראשי עדת ווילנא ובראשם הגר""…"			
ED::דלא	edition_only	דלא			1	1	no_match	C_review	0.0									"…חסידים בשנת תקל״ב ח' ניסן בהסכם ובהחלט הבד""ץ וראשי עדת ווילנא ובראשם הגר""א ז""ל (וכ״כ בס׳ רבינו אליהו מווילנא ודלא כמש""כ בס׳ קריה נאמנה (דף קל״ח) כי החרם הראשון נעשה בשנת תקל״ז) והכריזו בכל הערים הגדולות ווילנא הורדנא בריסק …"			
ED::הורדנא	edition_only	הורדנא			1	1	name_exact	A_autolink	0.95	True		882	Hrodna (Belarus)	גרודנו (בלארוס)		882	https://data.geo-kima.org/Places/Details/882	"… מווילנא ודלא כמש""כ בס׳ קריה נאמנה (דף קל״ח) כי החרם הראשון נעשה בשנת תקל״ז) והכריזו בכל הערים הגדולות ווילנא הורדנא בריסק מינסק שקלאב לרדוף את החסידים בכל תוקף ועוז שלא להתחבר עמהם לבוא בברית עמהם או לעמוד בקהל עדתם ושלא לאכו…"			
ED::יבער	edition_only	יבער			1	1	no_match	C_review	0.0									…המתנגדים יהיו כתובים גם דברי המקנא מצד החסידים. גליתי להם מטמון יקר מפז ומכתם אופיר והיה זה שכרי מנחם מענדיל ביבער מאוסטרהא :			
ED::דק״ק ניקלשפורג	edition_only	דק״ק ניקלשפורג			1	1	no_match	C_review	0.0									"דברי שמואל העתק מאגרת הרב הגאון המפורסם מו״ה שמעלקי אב""ד דק״ק ניקלשפורג ששלח אל הגאונים המפורסמים דק' בראדי בשנת תקל""ב לפ""ק :"			
ED::נ״י	edition_only	נ״י			1	1	no_match	C_review	0.0									"נה) אל אצילי בנ״י הפרתמים והנשואים והרמים. לבושי עדי עם שנים. ה""ה ראשים רוזנים קצונים התורנים והרבנים. מסולאים בפז ודרכמונים. ה…"			
ED::הפרתמים	edition_only	הפרתמים			1	1	fuzzy	C_review	0.6							23075		"נה) אל אצילי בנ״י הפרתמים והנשואים והרמים. לבושי עדי עם שנים. ה""ה ראשים רוזנים קצונים התורנים והרבנים. מסולאים בפז ודרכמונים. הנגידים ה…"			
ED::פז	edition_only	פז			1	1	no_match	C_review	0.0									"…) אל אצילי בנ״י הפרתמים והנשואים והרמים. לבושי עדי עם שנים. ה""ה ראשים רוזנים קצונים התורנים והרבנים. מסולאים בפז ודרכמונים. הנגידים המפורסמים מנהלי עדת צאן קדשים דק""ק בראדי"			
ED::מזרח שמש	edition_only	מזרח שמש			1	1	no_match	C_review	0.0									נו) הרב הגה״ק הרר״ש מנ״ש כל גדולי ישראל הלכו לאורו. ותלמידיו הקדושים האירו כל פני תבל ממזרח שמש עד מבואו. ובאורם נראה לנו אור. ומגדולי תלמידיו ה״ה. א) בנו הוא זקיני הגה״ק מ׳ צבי יהושע הלוי הורוויץ אבד״ק יע…			
ED::שה	edition_only	שה			1	1	no_match	C_review	0.0									…דיו ה״ה. א) בנו הוא זקיני הגה״ק מ׳ צבי יהושע הלוי הורוויץ אבד״ק יעמניץ. טרייביטש. פרוסניץ. טארני. בע״ס סמיכת משה וחי׳ הריב״ש. ב) הגה״ק מ׳ משה ליב מסאסוב (שה״ג הח' מ״ש אות ע״ג. ובסה״ד הח׳. ובס׳ אמונת צדיקים אות קי״ג מובא אש…			
ED::רמתיים	edition_only	רמתיים			1	1	name_exact	A_autolink	0.95	True		27010	Ramatayim (Hod Hasharon, Israel)	רמתיים (הוד השרון, ישראל)		27010	https://data.geo-kima.org/Places/Details/27010	… יא) הגה״ק ר׳ מרדכי בנעט אבד״ק ניקלשפורג (עיין בשו״ת ח״ס ח״ו סי׳ ל״ז מצוואתו להיות נקבר אצל רבו הרר״ש. ועיין ברמתיים צופים ח״ב דף נ״ח). יב) הגה״ק מ׳ מאיר קריסטינפאלר אבד״ק בראד (עיין שה״ג מ״מ אות ד׳). יג) הרה״צ מ׳ פנחס מפולין …			
ED::טרייביטש	edition_only	טרייביטש			1	1	no_match	C_review	0.0									…לר אבד״ק בראד (עיין שה״ג מ״מ אות ד׳). יג) הרה״צ מ׳ פנחס מפולין (כמבואר בראש ס׳ דברי שמואל. בדברי זקיני הגה״ק מטרייביטש הנ״ל). יד) הגה״ק מ׳ זכריה מענדיל מיערסלוב הוא בן אחותו של הרר״ש בע״ס דרכי צדק. ומכתבו נדפס בסו״ס נועם אלימלך.…			
ED::יערסלוב	edition_only	יערסלוב			1	1	no_match	C_review	0.0									…רה״צ מ׳ פנחס מפולין (כמבואר בראש ס׳ דברי שמואל. בדברי זקיני הגה״ק מטרייביטש הנ״ל). יד) הגה״ק מ׳ זכריה מענדיל מיערסלוב הוא בן אחותו של הרר״ש בע״ס דרכי צדק. ומכתבו נדפס בסו״ס נועם אלימלך. והובא בס׳ שפתי צדיקים פ׳ צו (הובא לקמן או…			
ED::ליטאמארסק	edition_only	ליטאמארסק			1	1	fuzzy	C_review	1.0							19185		…בסו״ס נועם אלימלך. והובא בס׳ שפתי צדיקים פ׳ צו (הובא לקמן אות קי״ט). טו) הגה״ק מ׳ נתן נטע בהחריר אבד״ק שטרים. ליטאמארסק. אחיו של רז״מ הנ״ל בן אחותו של הרר״ש. טז) הרה״ג הצ׳ ר׳ יוזפא הנקרא דער גרוסער ר׳ יוזפ מקאזמיר (הוא זקיני חותן…			
ED::מראפטשיץ	edition_only	מראפטשיץ			1	1	no_match	C_review	0.0									…ש קדוש ונורא הרבי ר' שמעלקא ותיכף אמר לי ראוי אתה לברכך ובירך אותי בשתי ידיו הק'. ודבורני שהרב הצה״ק ר׳ נפתלי מראפטשיץ בא לשחר פניו ב' פעמים בשבוע מראפטשיץ לרישא והנהגוהנהיג בו כבוד כאחד מרבותיו עכ״ל. ובסו״ס נזיר השם נדפסו מכתבי…			
ED::אבד״ק לייפניק	edition_only	אבד״ק לייפניק			1	1	no_match	C_review	0.0									"…בוש ר׳ טעבליס ברלינר וחותן זקיני הר׳ מיכל קאלשינר מפיעטרקוב ז""ל]. ב׳ אשתו השניה של דו״ז הגאון ר׳ ברוך פרענקיל אבד״ק לייפניק [עליה כיוון בשו״ת עטרת חכמים חאע״ז סי׳ ט״ז שכ׳ ומעשה רב הנודע לי מחותני הגאון זצ""ל ומפי בתו אשתי הרבנית תי׳ ש…"			
ED::קאטליבורג	edition_only	קאטליבורג			1	1	no_match	C_review	0.0									"…ו וחידושיו בס' סמיכת משה וחי׳ הריב״ש ועיין לקמן אות ס״ג אודות הר' משה ברז״פ ז״ל : (ב) אשת הגה""ק מ׳ יעקב אבד״ק קאטליבורג הוא חותן של הגאון מ׳ אברהם זאב וואלף אבד״ק פשעווארסק. רישא. בע״ס משיב כהלכה. וחותן הג״מ מרדכי מבראד בן הגאון …"			
ED::קאטילבורג	edition_only	קאטילבורג			1	1	fuzzy	C_review	0.714							10069		"…מלכה דבורה ע״ה הנ""ל הי' הר׳ פנחס הורוויץ מפיעטרקוב. בן הג״מ צבי הירש הורוויץ אבד״ק ווישניץ. בן הג״ר יעקב הרב מקאטילבורג הג.."			
ED::עכוויטץ	edition_only	עכוויטץ			1	1	no_match	C_review	0.0									"נח) כתב בשה״ג מ׳ פ׳ אות כ״ב וז״ל הרב מ׳ פנחס הלוי הורוויץ וכו׳ אבד״ק וויטקוב וק׳ לעכוויטץ ואח״כ נתקבל לאב""ד ור״מ בק' פ״פ-דמיין וכו' ונכדו הרה״ג מ׳ צבי הירש הלוי בעל ס׳ לקוטי צבי כ׳ וז״ל. ואא״ז הג״מ פ…"			
ED::ארשב	edition_only	ארשב			1	1	no_match	C_review	0.0									…ראגאווא במכתבו פלפל בזה עפ״י המדרש עשרת הדברות מעשה בר' מתיא בן חרש וכו׳ שסיימא את עיניו ע״י מסמרים ובירושלמי ארשב״י אלו הוינא בטורא דסיני וכו׳ תרי פומי וכו' ע״ש:			
ED::ע״ש קודש	edition_only	ע״ש קודש			1	1	no_match	C_review	0.0									…י יודע אם הוא לומד בתורה. ויאמר הרר״ש שמעתי כי הוא גאון גדול ומופלג ג״כ בתורה. וישמע לו הרר״פ ויסעו עדי בואם בע״ש קודש למעזעריטש. ובאו שמה. והלכו להרב המגיד לקבל שלום וכרגע בואם החזירם שלום וישלחם מפניו כי היה טרוד בהכנסת כלה שב…			
ED::דפפד	edition_only	דפפד			1	1	no_match	C_review	0.0									…הם בעצמם יכריעו ביניהם. והגם שהרר״ש הי' זקן מאחיו הרר״פ עכ״ז מרוב ענותנותו אמר כי אחיו הרר״פ הגון יותר לרבנות דפפד״מ. ואחיו תלה הגדולה באחיו הגדול ממנו הרר״ש. והסכימו ביניהם לנסוע להמגיד דמעזעריטש וכאשר יפרדו ממנו ישאלו את ע…			
ED::דמעזעריטש	edition_only	דמעזעריטש			1	1	fuzzy	C_review	0.857							223		…ר כי אחיו הרר״פ הגון יותר לרבנות דפפד״מ. ואחיו תלה הגדולה באחיו הגדול ממנו הרר״ש. והסכימו ביניהם לנסוע להמגיד דמעזעריטש וכאשר יפרדו ממנו ישאלו את עצתו הק׳ מי יקבל ע״ע רבנות פפד״מ. ומי יקבל ע״ע נ״ש. וכאשר יגזור אומר כן יעשו. ועוד …			
ED::רבו	edition_only	רבו			1	1	no_match	C_review	0.0									…או להרב בעל הפלאה את הכתב כנסות מעיר פפד״מ שמקבלים אותו לאב״ד לשם לא רצה לנסוע לשם עד שישאל תחלה בעצת קדשו של רבו הק׳ הר״ר בער ז״ל ונסע במכוון לרבו למעזריטש ולקח אתו את חתנו הר׳ אברהם חיים הנ״ל. וכאשר בא הרב בעל הפלאה לבית …			
ED::הררז	edition_only	הררז			1	1	no_match	C_review	0.0									"…שר יבינו תורה מפיו ביום א׳ היה נחוץ לנסוע לדרכו והיה אז היא״צ של אביו הגה״ק מהר""ץ ז״ל והתענה ונטפלו אליו מחו׳ הררז״פ וב״ב וכל הגדולים והחשובים לבקשו שלא יתענה יען כי היה חלוש מאוד כידוע מדרכו בקודש שלא הניח עצמו מימיו על מטה…"			
ED::מפפד״מ	edition_only	מפפד״מ			1	1	no_match	C_review	0.0									"…על מקומו בבהכנ""ס ושם הי' מוכן קיתון של זהב ונטלא של זהב ויצק מהם ובהם על כפי הכהן עכ״ל. ועיין בס׳ דברי קהילות מפפד״מ (צד צ״ט) :"			
ED::מיינץ	edition_only	מיינץ			1	1	fuzzy	C_review	1.0							85756		"…מסור נפשו עליהן ולהשליכה מנגד ולא להניחם בסכנה לצאת ולהמלט לנפשו לחוד. אמנם ראיתי כן רבים חולקים כי בהיות ק״ק מיינץ במצור לפני איזה שנים שלחו את גאונם הגאון מו״ה חיים הירש זצ""ל לפ""פ וכן עשו ק״ק קאבלענץ לרבם מו״ה זיסקינד גונדר…"			
ED::האנוי	edition_only	האנוי			1	1	name_exact	A_autolink	0.95	True		10462	Hanoi (Vietnam)	האנוי (וייטנאם)		10462	https://data.geo-kima.org/Places/Details/10462	"…ו ק״ק קאבלענץ לרבם מו״ה זיסקינד גונדרש ז״ל שמת אח״כ בפ״פ. וכשבא פ״פ במצור שלחו מורי הגאון בעל הפלאה זצ""ל לק""ק האנוי כי למה יהי' אתם למשא כבד בעת צרתם והלא גם במקום שהוא שם יתפלל עליהם ויגן ויושיע בכל האפשר. ומה להם אם גם הוא …"			
ED::ויטקוב	edition_only	ויטקוב			1	1	no_match	C_review	0.0									"…לאסוקי שמעתתא אליבא דהלכתא כאחד הקדמונים הגדולים יורה עליו גדולתו גידולו בקודש שנתקבל בימי חורפתו לאב״ד בק״ק וויטקוב ומשם עלה נתעלה ונתקבל לאב""ד בק״ק לעחוויץ ובהלו נרו עלי ראשו אווה ה' למושב לו זרח השמש ונתקבל לכאן פה קהלתינו …"			
"ED::מפ""פ"	edition_only	"מפ""פ"			1	1	no_match	C_review	0.0									"…ביקר את ר׳ נתן אדליר ז""ל בביתו לשאל את פיו וליעץ עמו עד שרנ""א ברוב ענוותנותו אמר לו כי לא נאה וכי לא יאה מהרב מפ""פ שיטריח עצמו ויבוא בכבודו לבית בעל בית איש המוני לייעץ עמו. והוסיף לאמור הלא אדוני לא צריך לא לי ולא לתורתי ול…"			
ED::מסאכאטשוב	edition_only	מסאכאטשוב			1	1	no_match	C_review	0.0									פז) שמעתי הגאון הק' מסאכאטשוב שי׳ בגור ביום ד׳ בא ה׳ לחודש שבט ש״ז על הלוי׳			
ED::פפדמיי	edition_only	פפדמיי			1	1	no_match	C_review	0.0									… עבודה מחדש. ובזה יאריכו ימי חייהם עלי אדמות. הג' בעל הפלאה זי״ע ג״כ השלים עבודתו. ונתן עצה לנפשו כי נעשה רב בפפדמיי״ן מחוץ למדינה. ונתחדש לו עבודת הבורא. ואני נתתי לי עצה אחרת כן סיים המגיד הק' בלשונו הטהור עכ״ד :			
ED::ק' לעשנוב	edition_only	ק' לעשנוב			1	1	fuzzy	C_review	0.667							24727		"…שתו הצ' מ׳ רחל דבורה [נפטרה בפפד״מ בשמיני עצרת שנת תקנ""ב עיין דעת קדושים ס״ח] היתה בת הרה״ג מ׳ יואל היילפרין מק' לעשנוב [כ״כ בהק׳ שבת אחים] בן הג״מ ישראל חריף היילפרין אבד״ק זאסלב בן הג״מ אליעזר ליפמאן היילפרין אבד״ק טארניגראד בן…"			
ED::מטרפשיה	edition_only	מטרפשיה			1	1	no_match	C_review	0.0									"…ון בעל שם אריה. שם ראיתי מעשה אחת ממסור אשר חלה בו קללות הגאון מ׳ ישראל היילפרין אבד״ק זאסלב. ואוסטרהא. ושקל למטרפשיה בו ביום. וז""ל הגאון ר׳ ישראל היילפרין חריף היה גם איש מופת ופ""א אירע שעשה משתה ושמחה ובתוך הקרואים בא להמשתה …"			
ED::המשתה	edition_only	המשתה			1	1	no_match	C_review	0.0									"…טרפשיה בו ביום. וז""ל הגאון ר׳ ישראל היילפרין חריף היה גם איש מופת ופ""א אירע שעשה משתה ושמחה ובתוך הקרואים בא להמשתה גם המסור מהדוכס הגדול דק""ק זאסלב והלך המסור וישב בראש הקרואים. ואמר לו הר׳ ישראל חריף ז״ל. לך במקום אחר כי מק…"			
ED::קונטרס	edition_only	קונטרס			1	1	no_match	C_review	0.0									"…לין (שה״ג החדש סי' ס״ט) חתן רבינו מאיר אבד״ק לובלין בעל מהר""ם לובלין [עיין בענף עץ אבות צד ז'] וראיתי להעתיק מקונטרס זכרון בספר כ״י הנמצא בין כת״י הגאון מ׳ שלמה יצחק היילפרין אבד״ק טארניפאל ז""ל. וז""ל: סיפר לי אדוני אבי הגאון ה…"			
ED::דד	edition_only	דד			1	1	no_match	C_review	0.0									…ותי ? מיד חרה אפו של הג״מ אברהם שרענצילס. אך המתין עד כלות החתונה. אז עשה אסיפה גדולה וקרא לכל הפרנסים ופרנסי דד״א. כי הג״מ אברהם שרענצילס היה ג״כ פרנס דד״א ונשיא אה״ק וצוח לפני הועד לאמר כבודי אני מוחל אך כבוד רבי הגאון ה…			
ED::יגוע	edition_only	יגוע			1	1	no_match	C_review	0.0									"…לגו הפרנסים בדעותיהם וסוף הדבר היה שמטעם המלך הוכרח המהר""ם לנסוע משם ובשנת שע""ד נתקבל שנית לאב״ד בק״ק לובלין ויגוע וימת ביום ד׳ י׳ אייר שנת שע״ו בלובלין."			
ED::שרשיו	edition_only	שרשיו			1	1	no_match	C_review	0.0									"107 אחד מיוחד אשר התייחס להגאון בעל סדר הדורות זצ""ל הנ""ל ונצר משרשיו היה זקיני הגאון הקדוש הנורא שר התורה מו""ה דובעריש זצ״ל היילפרין שווערדשארף הנקרא בפי כל בשם דער לובלינר מגיד …"			
ED::עלישץ	edition_only	עלישץ			1	1	no_match	C_review	0.0									"…קדמה לס׳ דמשק אליעזר על הגש״פ דבר הנודע בעולם ממסירת נפשו בעד אחב""י בעת שהי' עלילת דם על קהל ישראל תושבי עיר שעלישץ סמוך לעיר רייוויץ גליל לובלין. אשר זקיני המגיד קיבל ע״ע להיות המליץ עבורם ועבור זאת ניתן בכבל רגליו בברזל בא …"			
ED::פיאסק	edition_only	פיאסק			1	1	no_match	C_review	0.0									"…ליו הוציא לאור צדקם. ונתבטלה הגזירה. כי בירר שעלילת שקר הוא ע״ש. וכ׳ אלו ש״ב החו״ב מ׳ אליעזר צבי ציגלמאן נ""י מפיאסק וז״ל שמעתי מאבי נ״י מה ששמע מדודו הרה״ג הצדיק ר׳ אליעזריל דעם מגיד'ס מלובלין [הוא זקיני. אבי הרה״ג ר׳ שמואל א…"			
ED::בילגורייא	edition_only	בילגורייא			1	1	name_exact	A_autolink	0.95	True		525	Biłgoraj (Poland)	בילגורי (פולין)		525	https://data.geo-kima.org/Places/Details/525	…נ״י מה ששמע מדודו הרה״ג הצדיק ר׳ אליעזריל דעם מגיד'ס מלובלין [הוא זקיני. אבי הרה״ג ר׳ שמואל אליהו שווערדשארף מבילגורייא אבי אם אבי הגאון שליט״א] אשר בעת שנלקח אביו המגיד הקדוש לתפיסה. עפ״י סיבה שלקח על עצמו משפט אנשים זרים שהיה ע…			
