Archive	File	title	date	month	month-newspaper	year	newspaper	page	facs	text	word number	dominant_topic	year_month
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	1	#facs_1_Ar0012403	יינתנו בצורת מלווה למימון תכנית פיתוח כלכלית מוסכמת שני הצדדים נמסר, חלק חסכום בנית מבב....... איסטר הוקדש לסלילת דר. נה. תבוצע, יחד זאת, התכנית הקמת נמלמים עמוקים בעקבה.	34	12	1956-01
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	2	#facs_2_Ar0020600	שיפור ושיפוץ הכניסות לבירה	4	12	1956-01
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	2	#facs_2_Ar0020602	"מקומה הטיילת, שתוקם בצלע רכס, אותר ע""י הועדה שתכננה הרחקתם מבנים, חורבות ושלטים המכערים הכניסה לבירת המדינה. הועדה החליטה לפנות שתי המשפחות הגרות ב„פיל בוקס"" (עמדה שהובכניסה מעבר מנדלבאום קמה ע״י הבריטים). יותקן „רוכב ספרדי"" (מחסום מיוחד במינו) במקום גדר התייל"	48	12	1956-01
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0031003	"תפיסת המקום השני ע""י קבוצת הכדורסל מכבי תל-אביב, בתחרויות הבינלאומיות חג המולד נערכו ימים מספר בבריסל, עוררה"	21	12	1956-01
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0040001	התמרמרות בארגון הבלתי תלוי עובדי עירית תל-אביב חזרו ביום הששי לעבודתם ופועלי הנקיון עבדו בקדחתנות בניקוי העיר לקראת חשבת וכן בהורקת פחי האשפה.	23	12	1956-01
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0040003	"אביב הסתדרות העובדים הלאומית התכנסה ביום ו׳ לישיבה ודנה המצב שנוצר בעירית תל-אביב לרגל הצעותיו הבורר-הממשלתי מר א. ורטהיים הצורך בארגון עובדים הוחלט לכנס היום, יום א, בשעה 4 אחה""צ, אסיפה כללית עובדי העיריה, חברי ה.ע.ל. כדי להחליט עמדת ה.ע.ל. כלפי הצעותיו מר ורטהיים."	52	12	1956-01
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ad0041300	"לשנת • מגדילה מענקה הספיות למבוטחיה 1956 מענק „הסנה"" לנאמני ביטוח-חיים מעורב קיים ועומד ועוד מוסיף והולך מתוך שקידה מתמדת תקנת מבוטחיה תגדיל „הסנה"" מענקה המיוחד ללא תוספת פרמיה. ל-1956, לכל פוליסה שהגיעה לגמר תקופתה, בכל מקרה מות המבוטח, לפי חישוב יסוד דירוג מסויים — כדי 45% ויותר בגמר תקופת הביטוח, ועד 85% ויותר במקרה מות — מסכום הביטוח. החישוב הנדון ייעשה לאחד נכיון סכום ההלואות המבוטח ל-31.1.1956, ניתנו 31.12.12. „הסנה"" החברה הראשונה והיחידה בארץ המעניקה זו השנה החמישית תוספת מיוחדת לנאמני ביטוח-חיים מעורב. המענק הזה התנאים הנ""ל יעמוד בתקפו מ-1.1.1956 31.12.1956 חברה ישראלית הסנה לביטוח בע""מ הודעת הועדה הראשית בישראל לבחירות לקונגרס הציוני הכ""ד א. בהתאם להוראת מחלקת הארגון ההנהלה הציונית נקבע הועד הארצי שקל בהרכבו הקיים כועדה הראשית בישראל לבחירות לקונגרס ר. הציוני הככי ב. סיכום מפעל השקל בארץ: יום הסיום לפעולת ההשקלה בארץ ט׳ שבט תשט״ז — 22 בינואר 1956. לאותו היום מקבלי השקלים להפצה לסכם באופן מוחלט חשבונות השקלים הועדים המקומיים ולפרוע התמורה בצרוף תלושיה השקלים שנשארו. יכום הועדים המקומיים: היום הראשון, ט״ו שבט תשט״ז — 29 בינואר 1956 המועד הסופי לסיכום חשבונות השקלים הועדים המקומיים הועד הארצי לשקל. מספר הנציגים בישראל לקונגרס יוקבע ורק לפי השקלים בלבד, שדמי שקליהם יכנסו לתאריך הנ״ל לקופת הועד הארצי לשקל (תל-אביב, רחוב לילינבלום 04)."	237	12	1956-01
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0041701	יושג הסדר מס הכנסה ימסרו בעלי המאפיות הנהלת עסקיהם למשרדי מס הכנסה, — נאמר בתזכיר ארגון האופים לנציב מס הכנסה.	24	12	1956-01
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0041703	בלתי מדויקות בתחשיב שעובד ע״י נציבות מס הכנסה. הסכומים הדמיוניים שמטילים בעלי המאפיות משמשים עדות נאמנה לחוסר תיאום מצב הענף הערכות פקידי שומה. — הודיעו ארגוני האופים בתזכיר שלהם. האופים תובעים בתזכיר לחדש מיד המו״מ שנפסק ולהגיע לידי הסדר	44	12	1956-01
output (3).zip	output/002-HBKR-1956-01-01-0001.csv	002-HBKR-1956-01-01-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0041903	יים. ראש המועצה המקומית מר ד. בן- ארי רצה לקבל המשלחת. משהנערים נענו לפנייתו לעזוב האולם, הודיע מר בן-ארי הפסקת הישיבה. הישיבה חודשה לאחר שהמשטרה החזירה הסדר פנו.	35	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	1	#facs_1_Ad0012900	"הודית ויעקב ביטנר גניה אהרונסון (אלמנת ר' אליעזר אחרונסון) חנה יעקב יוליאן אהרונסון מודיעים בשמחה הולדת הנכד והבן — לתמר טקס הכנסתו בבריתו אאע""ה יתקיים ביום רביעי, כ' בטבת תשט״ז (4.1.56) בשעה זו לפה""צ בביה״ח אסותא, ת""א. נא לראות הזמנה זו כאישית. ת״א, בי""ח אסותא 20.12.56."	49	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	2	#facs_2_Ar0020007	"עצרת נועד למעי הקק״ל עצרת נוער חגיגית לכבוד י""ט בטבת — יום יסודה הקהק״ל נערכה אתמול בבית „הבימה"" בתל-אביב, בה נמסר „מגן הנוער"" לתנועה שהצטיינה בעבודתה למען הקהק״ל בתשט""ו. יור הועד הארצי הקק״ל מר א. קמיני הביא ברכתו לעצרת. לפי החלטת חבר השופטים קבלה „מגן הנוער"" הסתדרות „השומר הצעיר״ למען הקהק״ל בתשט""ו. הסתדרות הצובישראל עבור הצטיינות חבריה בעבודה פים העברים בישראל קבלה תעודת קלף לאות הוקרה בעבודתה למען הקהק״ל. קבלה הסתדרות המכבי הצעיר תעודת קלף עבור הצטיינות חבריה באזור תל- מסר לתנועות מר אברהם הרצפלד, שפנה אביב. התעודות „מגן הנוערלנוער לעשות למען כבוש השממה ופיתוח אזורי ההר בישראל רוז בין-מפלגתי לקראת יום י""ט בטבת, יום השנה ה-54 ליסוד הקרן הקימת לישראל בקונגרס הציוני החמישי בבאזל, נתפרסם ע״י המפלגות הציוניות — ממפ״ם ועד „חרות״ — כרוז משותף, המציין הישגיה הקהק״ל בעבר ומצביע במיוחד התפקידים הגדולים, העומדים בפני הקרן הקימת בשדה פיתוח הקרקע במסגרת „תכנית החומש"" לפיתוח אזור ההר. אטרון „הבימה"" בתל אביב עצרת חגיביום ה' בערב תתקיים באולם התינית לרגל יות השנה ליסוד הקהק״ל."	174	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0030802	נהלו מטעם משקיעי החון המקומיים מקצועי.	6	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0030900	"הצעות „ועדת סלומון"" לביתוח איזור הקישון"	6	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0030901	"ועדת סלומון, שמונתה כ-3 חדשים לבירור אפשרויות הפיתוח נמל הקישון ופתרון הבעיות השוטפות באזור הקישון — הגישה בימים הצעותיה לשר התחבורה, מר מ. כרמל. מר א. קלינג, סגן המנהל הכללי במשרד התחבורה, שהודיע אתמוי במסיבת עתונאים, מסר הצעות הועדה כוללות המלצה להעביר שדה התעופה חיפה לסביבות קורדאני, להעביר המספנה לתיקון אניות מחוף „שמן לאזור הקישון וכן העברת המבדוק לנמל מר קלינג גילה, משרד התחבורה דן עתה בתכנית „מינימום"" לגבי אזור הקישון, מאחר שהתברר ביצוע „תכנית הקישון"" המקורית מחייבת הוצאת סכומים גדולים ביותר „אשר אינם מצויים כרגע בידי משרד התחבורה. מסר מר קלינג, יתכן ובקרוב תועלה מחדש לדיון ההצעה להקים „אי זור חפשי"" בנמל הקישון „אשר אקסטריטוריאלי לגבי המכס. לדבריו קיי מים סיכויים הצעה זו תתקבל ע״י הממשלה. תועבר לנמל הקישון שלוחה הרכבת ההולכת ונשלמת עתה. בהתאחדות האכרים — שובל 8 מר א. איכילוב, מרכז ארגון מגדליהירקות ההתאחדות, בהשתתפות מר למפל, מדריך מהמחלקה לירקות במשרד החקלאות, יערכו בשעה 11 לפנה״צ ביקור"	169	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0031000	סובסידיה למגדלי העופות כדי לאפשר חלוקת 10 ביצים	8	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0031702	חלונות ראוה	2	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0040100	יבול איינשטיין — כול הטכניון	5	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0040201	"— מאת סופר „הבוקר"" בירושלים — חידוש מאבק הרופאים הממשלה תכבד ההסכם להעלאת שכרם שהושג שלושה חדשים בועדה הציבורית בראשותו השר ז. ארן — החליט כנס דחוף הארגונים הפרופסיונאליים והועד המרכזי ההסתדרות הרפואית בישראל."	42	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0040202	בויכוח בו השתתפו נציגי הארגונים הפרופסיונליים הובעה דעה שיש לתבוע תשלום מיידי השכר שנקבע ולא למסכים להקטנת השכר באיזו צורה שהיא. סוכם לקיים ביום רביעי, 4 בינואר, ישיאת הועד המרכזי בהשתתפות נציגי הארגונים הפרופסיונליים, כדי לקבל החלטות סופיות. ביום ב׳ תתקיים מועצה ארצית רופאי קופת חולים בהשתתפות נציגי ארגונים פרופסיונליים אחרים. האסיפה תתקיים בשעה 11 הצהרים בבית החלונות בתל-אביב.	62	12	1956-01
output (3).zip	output/002-HBKR-1956-01-02-0001.csv	002-HBKR-1956-01-02-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0040302	"הנואם תבע מהמועצה שלא לאשר מספר החלטות הנהלת העיריה, הנוגעות בהוצאת כספים בטרם שהובאו לדעות בהוצאת כספים, בטרם שהובאו לדמר אקסלרוד נדחתה ברוב קולות הקואליציה קולות „חירות"" ובהמנעות הפרוגרסיבים וויצ""ו. הויכוח, שהיה סוער נסוב החלטת הנהלת העיריה לשנות הצעת תקציב להקמת בנינים לבתי ספר בעיר, שאושרה ע""י ועדת הכספים ומועצת העיריה הקודמת ואח״כ ע""י הועדה הקרואה שניהלה העיריה, לפירוט מחודש ההצעה המקורית, שנקבע סמך התחייבויות קואליציוניות מפא""י במועצת העיריה הנוכחית. הצעת התקציב המקורי כללה הקמת בתי ספר לפי סדר עיפויות מסויים שנקבע לאחר קביעת תנאיהם הקשים פיה״ס, רכישת בתי הספר והקמת כי¬"	99	12	1956-01
