name,source_edition,occurrences,editions,place_ref,context,_match_status,_match_method,_confidence,_person_id,_person_name_he,_person_name_en,_candidates
"יהודא ליוואי
					הזקן מק׳ פראג",Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,H-LOC_142,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
אי גאון,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
רירא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
משה איסרלש,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",phonetic,phonetic+trigram,0.7,Rabbinic_Rema,רמ״א,Moses Isserles,Rabbinic_Rema(0.70)|Biblical_Moses(0.50)
מרדכי אבד״ק לילקא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
זקי,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
"שמחה כהן
					ראפפורט אבד״ק הוראדנא",Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
"רשכבה""ג מ׳ חיים כהן
					אבד״ק",Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
"רשכבה""ג מ׳ נחמן",Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
ליפשיץ,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
נזר הקודש מ׳ יוסף,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
״ם מלובלין,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,H-LOC_56,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",phonetic,phonetic+trigram,0.714,Tsadik_041.001,החוזה מפולין,Ya'akov Yitzhak Horowitz,Tsadik_041.001(0.71)
יצחק שפירא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
ל מפראג,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,H-LOC_142,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
דוד כ״ץ שפירא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
יואל כ״ץ שפירא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
זכרי׳ הנביא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
וישל,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
שלמה לוריא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
ים,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
יחיאל לוריא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
שמשון מארינפורט,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
מרה מרים,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
פרץ מקושטנטינא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
יוחנן הסגדלר,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
גמליאל,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
הילל הזקן,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
"מעלקא
					הלוי איש הורוויץ אבד״ק טארגי",Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",phonetic,phonetic+trigram,0.526,Tsadik_017.003,"מוהר""ש",Shmuel Shmelke Horowitz,Tsadik_017.003(0.53)|Tsadik_017.002(0.43)
בוצינא קדישא חסידא,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
יושע,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
טיקטין,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
מרים צפורה,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
"יוסף
					ההרציג אבד״ק סאניק",Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
צבי הירש אבד״ק סלאטנוב,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"וא״מ ר״מ מטוסמעניץ הנ״ל הי׳ חתן הגאון מ׳ שמואל בהרב התייר מ׳ אברהם ראש מטיסמעניץ ור׳ שמואל
					הנ""ל הי׳ חתן הגאון מ׳ משה בהרב הגאון החסיד מ׳ יהושע במ""ח ס׳ מגיני שלמה. גם כתוב שם שהרב מ'
					מרדכי ר״",no_match,no_match,0.0,,,,
יעקב יושע,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"אברהם ז״ל אחיו של הגאון מ׳ יעקב יושע בעהמ״ח ספר פני יהושיע בהרב הגדול מ׳ צבי הירש חת
					הגאון בעל מגיני שלמה. ומחמת שכל סדר יחוסי שאני מציג כאן היא בשביל בני שי׳ כמו שנזכר לעיל ע״כ
					אכתוב סדר יח",phonetic,phonetic+trigram,0.556,Tsadik_008.001,בעהמ״ח תולדות יעקב יוסף,Ya'akov Yosef,Tsadik_008.001(0.56)|Tsadik_012.020(0.56)
צבי הירש חת,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"אברהם ז״ל אחיו של הגאון מ׳ יעקב יושע בעהמ״ח ספר פני יהושיע בהרב הגדול מ׳ צבי הירש חת
					הגאון בעל מגיני שלמה. ומחמת שכל סדר יחוסי שאני מציג כאן היא בשביל בני שי׳ כמו שנזכר לעיל ע״כ
					אכתוב סדר יח",no_match,no_match,0.0,,,,
זאב וואלף וואהל מפרעמישלאן,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,H-LOC_39,"אברהם ז״ל אחיו של הגאון מ׳ יעקב יושע בעהמ״ח ספר פני יהושיע בהרב הגדול מ׳ צבי הירש חת
					הגאון בעל מגיני שלמה. ומחמת שכל סדר יחוסי שאני מציג כאן היא בשביל בני שי׳ כמו שנזכר לעיל ע״כ
					אכתוב סדר יח",no_match,no_match,0.0,,,,
משה טובים,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"אברהם ז״ל אחיו של הגאון מ׳ יעקב יושע בעהמ״ח ספר פני יהושיע בהרב הגדול מ׳ צבי הירש חת
					הגאון בעל מגיני שלמה. ומחמת שכל סדר יחוסי שאני מציג כאן היא בשביל בני שי׳ כמו שנזכר לעיל ע״כ
					אכתוב סדר יח",phonetic,phonetic+trigram,0.5,Biblical_Moses,משה רבינו,Moses,Biblical_Moses(0.50)
יאסי,Smichat-Moshe_2025-08-26,1,Smichat-Moshe_2025-08-26,,"אברהם ז״ל אחיו של הגאון מ׳ יעקב יושע בעהמ״ח ספר פני יהושיע בהרב הגדול מ׳ צבי הירש חת
					הגאון בעל מגיני שלמה. ומחמת שכל סדר יחוסי שאני מציג כאן היא בשביל בני שי׳ כמו שנזכר לעיל ע״כ
					אכתוב סדר יח",no_match,no_match,0.0,,,,
