name,source_edition,occurrences,editions,place_ref,context,_match_status,_match_method,_confidence,_person_id,_person_name_he,_person_name_en,_candidates
"יודל
                            מטשידנוב",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_443,"שמעתי מהרב דק""ק פולנאי ומהרב דקהלתינו שרב נחמן מקאסוב הי׳ לו קרוב אחד ושמו ר׳ יודל
                            מטשידנוב אביו שלו ר׳
                        יוסף הי' מוכיח ודרכו של ר׳ יודל שלא הי' רוצה",no_match,no_match,0.0,,,,
שניאור נכד רב נחמן,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מרבי שניאור נכד רב נחמן שרב יודיל
                    היה אצל רב נחמן בק""ק לאדמיר ורב נחמן בנה
                    שם בהמ״ד על המים ממש והמרחץ היה סמוך לבהמ״ד והלכו בשבת בבוקר למקוה ורב
        ",no_match,no_match,0.0,,,,
"בעל המחבר ספר תולדות יעקב
                            יוסף",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי פ״א הלך ר׳ נחמן ז""ל דרך ק""ק
                        זאלראויע עם סחורה בעת תפלת שחרית ועמד עם עגלה שלו נגד
                    בה""מ ולקח הטו""ת ונכנס לבית המדרש ועטף ט""ות ועמד לפ""הת להתפלל בלי רשו",name_exact,name_exact,0.95,Tsadik_008.001,בעהמ״ח תולדות יעקב יוסף,Ya'akov Yosef,Tsadik_008.001(0.95)
"דוד פורקעס ז""ל מ""מ דק""ק
                            מעזיבוז",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_55,"שמעתי מהרב דקהלתינו בהיות הבעש״ט חולה
                    קודם פטירתו לא שכב במשכב רק שנעשה כחוש וקולו נקלה והיה יושב בבית התבודדותו ולא
                    היה בו כח לקרוא להמשרת שלו כשהיה צריך לו ות",phonetic,phonetic+trigram,0.429,Tsadik_012.034,דוד פורעקס ממעזיבוז,David Purkes,Tsadik_012.034(0.43)
"ליב מוכיח
                            מפולנאי",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_51,"ושמעתי מהרב דקהלתינו שהיה בקוטעב איש אחד
                    ונקרא שמו טעקטיגר והיה מדבר תמיד נגד החברה של חסידים פ״א
                    שמע הר׳ אהרן גיסו של הבעש״ט והיה מריב
                    עמו ",phonetic,phonetic+trigram,0.722,Tsadik_012.020,המוכיח,Arie Yehuda Leib Mohiah,Tsadik_012.020(0.72)
אשת ר׳ אהרן,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"ושמעתי מהרב דקהלתינו שהיה בקוטעב איש אחד
                    ונקרא שמו טעקטיגר והיה מדבר תמיד נגד החברה של חסידים פ״א
                    שמע הר׳ אהרן גיסו של הבעש״ט והיה מריב
                    עמו ",no_match,no_match,0.0,,,,
דוב בער המגיד ממעזריטץ וראוונע,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_54,"שמעתי מהרב דקהלתינו שפ""א הלך הרב הקדוש והטהור ר' פנחס מקאריץ עם הרב הקדוש האלקי מוה'
                        דוב בער המגיד ממעזריטץ וראוונע על פ""ש שהי' אחד קרוב
                    לשניהם נתפס בתפיסה ",no_match,no_match,0.0,,,,
ליב מסינאמי,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי שהיה כומר א' בק""ק מעזיבוז אצל
                    הקאמיסר ועשה צרות גדולות לישראל מאותן העיר ובני העיר היו מציקים את
                        הבעש""ט שיתפלל לגרש אותו מן העיר ואמר אינני
          ",name_exact,kinnui+name_exact,0.85,Tsadik_012.048,יודל,Yudel,Tsadik_012.048(0.85)
"דוד סופר
                            מאניפאליע",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_242,"שמעתי שהיה כומר א' בק""ק מעזיבוז אצל
                    הקאמיסר ועשה צרות גדולות לישראל מאותן העיר ובני העיר היו מציקים את
                        הבעש""ט שיתפלל לגרש אותו מן העיר ואמר אינני
          ",no_match,no_match,0.0,,,,
"ישראל זצוק""ל מ""מ דק""ק
                            קאזניץ",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_151,"מעשה מלידת הרב הגאון הקדוש מו""ה ישראל זצוק""ל מ""מ דק""ק
                            קאזניץ:",no_match,no_match,0.0,,,,
שבתי כורך ספרים,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,": מעשה שהבעש״ט ז""ל נבג""מ ישב עם
                    החבריא קדישא שלו על סעודה שבת בערב. ותיכף אחר קידוש שחק הבעש״ט שחוק נורא מאוד עד שיראו כי כמעט כלתה
                    נפשו בהשחוק הזה ויראו כל החב",no_match,no_match,0.0,,,,
אשת ר' שבתי,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,": מעשה שהבעש״ט ז""ל נבג""מ ישב עם
                    החבריא קדישא שלו על סעודה שבת בערב. ותיכף אחר קידוש שחק הבעש״ט שחוק נורא מאוד עד שיראו כי כמעט כלתה
                    נפשו בהשחוק הזה ויראו כל החב",no_match,no_match,0.0,,,,
"הרב דק""ק קארושטיסאב הנקרא
                        בשמו רבי דוד",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_257,"מעשה עלילה דק""ק פאווליטש וברח
                        הרב דק""ק קארושטיסאב הנקרא
                        בשמו רבי דוד ורצה לברוח עד מדינות וואלחאי
                    כי כל האנשים חשובים אשר סביבותיהם ",no_match,no_match,0.0,,,,
"זעליג דק""ק לעטשוב",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_101,"שמעתי מר' זעליג דק""ק לעטשוב שהלך בדרך ובא לק""ק איספאלי ועדיין הי' כפר והי׳ מתאכסן אצל שוחט ושמעו שבאהרב ר׳
                        מאיר הרב דגולה והלכתי להקביל פניו וביקש את הרב מ'
                   ",no_match,no_match,0.0,,,,
"הרב דק""ק ביטשוב",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_410,"שמעתי מהרב דקהלתינו ששלח הבעש״ט
                        להרב דק""ק ביטשוב שהשוחט שלו מן כת ש""ץ ימ""ש והוא מאכיל טריפות
                    כי לאחר שמראה לו הסכין מכה בסכין על קורנס כדי לפגמו ובדק אחריו ",no_match,no_match,0.0,,,,
"יוסף
                            מיאמפאלע",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_597,"שמעתי כשהי׳ הרב הקדוש האלקי ר׳ יחיאל מיכל
                            מזלאטשוב אצל הבעש״ט פ״א ביום הששי בבוקר קודם שחרית אמר
                    לו הבעש""ט לנסוע לביתו היום ולא ענהו כי אמר בלבו ע""ש היו",no_match,no_match,0.0,,,,
"דוד
                        צערקס",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מהרב דקהלתינו פ״א היה הבעש״ט
                    בק""ק פולנאי ונסע מק""ק הנ""ל אל
                        עיר חדש והדרך הוא אצל בית הקברות של עיר
                        חדש וראה הבעש״ט עמוד
      ",phonetic,phonetic+trigram,0.5,Biblical_David,דוד המלך,King David,Biblical_David(0.50)
"אברהם
                        אבא",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"פ״א בעת אסיפת ד׳ ארצות היה הפרנס הראשון הרב הנגיד המפורסים מ' אברהם
                        אבא הציע הדבר לפני כולם כי הנה נשמע שמע הבעש״ט ולפי הנשמע הוא ע״ה ואיך יכול להיות שיהיה לו רוה""ק כי אין ע""ה
",phonetic,phonetic+trigram,0.6,Biblical_Abraham,אברהם אבינו,Abraham,Biblical_Abraham(0.60)|H_Abraham(0.60)|Tsadik_012.193(0.43)|tempH-129(0.36)
"ברוך מק""ק טולטשין",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_210,"פ״א בשמחת תורה היו אנשי חבורתא קדישתא תלמידי הבעש""ט שמחים
                    ומרקדים בעגולה והשכינה מלהטת סביבותם ובתוך הרקדתם נקרע המנעל אצל זעירא דמן
                    חברייא ה""ה הקדוש מ׳ נחום
  ",no_match,no_match,0.0,,,,
"מנחם נחום
                        מטשערנאביל",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_31,"שמענו בשם הרב הק' מ'מנחם נחום
                        מטשערנאביל ז""ל כי באיזו קהלה הסמוכה לק""ק
                        מעזיבוז היה איש א׳ מופלג ועשיר גדול
                    והיה סוחר ללייפסק והיה חש",phonetic,phonetic+trigram,0.722,Tsadik_014.001,מנחם נחום מטשארנאביל,Menahem Nahum Twersky,Tsadik_014.001(0.72)
"יונה בן
                        אמתי",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמענו בשם הרב הק' מ'מנחם נחום
                        מטשערנאביל ז""ל כי באיזו קהלה הסמוכה לק""ק
                        מעזיבוז היה איש א׳ מופלג ועשיר גדול
                    והיה סוחר ללייפסק והיה חש",no_match,no_match,0.0,,,,
הרב מטוראווע,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_375,"פ""א היה הבעש""ט באיזה קהילה והי' אכסניתו על העלי' פעם א' ראה
                    איש א' עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער
                    ויקרא לו ומתחילה נתפעם",no_match,no_match,0.0,,,,
ארי' ליב מפולנאי,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_51,"מעשה הי' שהרב הק' המוכיח מו""ה ארי' ליב מפולנאי חשקה נפשו מאוד ללמוד חכמת שיחת בהמות
                    ועופות ושיחת דקלים מפני שנצרך לו זה לתוכחה ומאחר שהי' כוונתו לש""ש נגמר בדעתו
                   ",phonetic,phonetic+trigram,0.526,Tsadik_012.020,המוכיח,Arie Yehuda Leib Mohiah,Tsadik_012.020(0.53)
"משה אוסטריער בעל
                            ערוגות הבושם",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה נוראה מרבינו הבעש״ט הקדוש זי""ע. בעת היותו בבראד ביחד
                    עם הקדושים ר' חיים צאנזיר ור' משה אוסטריער בעל
                            ערוגות הבושם:",no_match,no_match,0.0,,,,
הרב מלוצק,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_626,"בעיר בראד היה איש אחד מופלג בתורה ויראה ונקרא בימיו
                        הרב מלוצק יען כי בימי חורפו היה
                    רב בלוצק ואח״כ ברך לו ד' בהון ועושר וישלך מעליו העול
                   ",name_exact,name_exact,0.95,Tsadik_024.001,הרב מלוצק,Shlomo Flam,Tsadik_024.001(0.95)
"הרב
                            מלוצק",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_626,"בעיר בראד היה איש אחד מופלג בתורה ויראה ונקרא בימיו
                        הרב מלוצק יען כי בימי חורפו היה
                    רב בלוצק ואח״כ ברך לו ד' בהון ועושר וישלך מעליו העול
                   ",name_exact,name_exact,0.95,Tsadik_024.001,הרב מלוצק,Shlomo Flam,Tsadik_024.001(0.95)
"ליב
                        קעסלר",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"עתה נכתוב קצת מפטירתו שהיה הסתלקותו ביום א׳ דשבועות בפסח שקודם זה הי' הרה""ק מו'
                        פנחס מקאריץ אצל
                        הבעש״ט ונחלש מעט ומפני זה בעי״ט
                    האחר",name_exact,kinnui+name_exact,0.85,Tsadik_012.048,יודל,Yudel,Tsadik_012.048(0.85)
"נחמן
                            מהראדינקי",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"עתה נכתוב קצת מפטירתו שהיה הסתלקותו ביום א׳ דשבועות בפסח שקודם זה הי' הרה""ק מו'
                        פנחס מקאריץ אצל
                        הבעש״ט ונחלש מעט ומפני זה בעי״ט
                    האחר",phonetic,phonetic+trigram,0.5,Tsadik_012.001,נחמן הארדנקער,Nahman,Tsadik_012.001(0.50)
"יעקב מק""ק מעזיבוז",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_55,"עתה נכתוב קצת מפטירתו שהיה הסתלקותו ביום א׳ דשבועות בפסח שקודם זה הי' הרה""ק מו'
                        פנחס מקאריץ אצל
                        הבעש״ט ונחלש מעט ומפני זה בעי״ט
                    האחר",no_match,no_match,0.0,,,,
"יעקב
                        יוסף הכהן אבד""ק פולנאי בעל תולדות יעקב יוסף",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_51,"עתה נכתוב קצת משבחי הגאון אלקי קדוש יאמר לו מוהר""ר יעקב
                        יוסף הכהן אבד""ק פולנאי בעל תולדות יעקב יוסף ועוד חיבורים :",no_match,no_match,0.0,,,,
"יואל מ""מ דק""ק
                        נעמרוב",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מהרב הצדיק ר׳ יואל מ""מ דק""ק
                        נעמרוב אשר מקום קבורתו בירושלים תוב״ב. שפ״א נסע עם הרב דק""ק ראשקוב לק""ק מעזיבוז ובא לק""ק באר
                    והתפללו שם באכסניא בבית בעשרה",no_match,no_match,0.0,,,,
"בעהמ""ח ספר תולדות יעקב יוסף
                            :",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מהרב שהיה אומר בז""הל מרגלא בפומיה דצדיק יעקב יוסף ז""ל נקל לו לומר עשרה חילוקים מלהתפלל ש״ע אחת ושמעתי
                    מהרה""ק מ' זושא מאניפאלי כשנסע מאחיו
                    הרה""ק ר׳ אלימלך ",phonetic,phonetic+trigram,0.704,Tsadik_008.001,בעהמ״ח תולדות יעקב יוסף,Ya'akov Yosef,Tsadik_008.001(0.70)
"צבי
                        מקאמעניץ",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מחמי ז""ל שהרב הקדוש מ' גרשון טבל
                    א״ע בים בשעה שהספינה מהלכת ושאלתי אותו איך הותר להעמיד עצמו בסכנה גדולה כזו ולא
                    היה בידו להשיבני וכשבא ר׳ גדליה אלינו ושא",no_match,no_match,0.0,,,,
"המ""מ דק""ק לאדזיאן",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_431,"שמעתי מהרב דקהלתינו מעשה שראה הבעש״ט
                    על ר' גרשון גיסו רשימא של ניאוף והיה
                    צער גדול מזה והיה בוש לומר לו ומתמה על הדבר ואעפ""כ אמר לו והשיב לו שקרן אתה והכחש
    ",no_match,no_match,0.0,,,,
"שלום מארץ
                        המערב",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מפי מ""מ הנ' פ""א גזר הר' שלום מארץ
                        המערב תענית על הגשמים בירושלים והיה צדיק גדול חשוב וצוה שיתכנסו כולם בבה""כ אחת להתפלל
                    בכנופיא שלח להר""ג הנ""ל שהוא ית",no_match,no_match,0.0,,,,
"הר""ג",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מפי מ""מ הנ' פ""א גזר הר' שלום מארץ
                        המערב תענית על הגשמים בירושלים והיה צדיק גדול חשוב וצוה שיתכנסו כולם בבה""כ אחת להתפלל
                    בכנופיא שלח להר""ג הנ""ל שהוא ית",no_match,no_match,0.0,,,,
"ור""ג",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"גם שמעתי מר' פנחס מלמד שהיה מקודם מ״מ וכמדומהלי שהמעשה הי'
                    בק""ק צפת והיה שם הרב דק""ק הנ׳ הנק'
                    בלשונם חכם והיה איש טוב מאד והיה אוהב לר""ג פ""א אמר
               ",no_match,no_match,0.0,,,,
"ליפע ז""ל מק""ק
                        חמעלניק",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"גם שמעתי מר' פנחס מלמד שהיה מקודם מ״מ וכמדומהלי שהמעשה הי'
                    בק""ק צפת והיה שם הרב דק""ק הנ׳ הנק'
                    בלשונם חכם והיה איש טוב מאד והיה אוהב לר""ג פ""א אמר
               ",no_match,no_match,0.0,,,,
"הרב אור
                        החיים",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה נוראה מהרב הקדוש האלקי מו""ה גרשון
                        קיטעוור ז""ל גיסו של רבינו הבעש״ט נ""ע : פעם אחת הי' הבעש״ט ז""ל בדאגה גדולה עד מאוד. וקראו לגיסו הרה""ק מו""ה גרשון ז""ל ואמר לו תדע גיסי כי כ",no_match,no_match,0.0,,,,
"ישראל
                        בע""ש",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה נוראה מהרב הקדוש האלקי מו""ה גרשון
                        קיטעוור ז""ל גיסו של רבינו הבעש״ט נ""ע : פעם אחת הי' הבעש״ט ז""ל בדאגה גדולה עד מאוד. וקראו לגיסו הרה""ק מו""ה גרשון ז""ל ואמר לו תדע גיסי כי כ",phonetic,phonetic+trigram,0.4,Tsadik_001.001,ישראל בעל שם טוב,Israel Besht,Tsadik_001.001(0.40)
הרב אור החיים,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה נוראה מהרב הקדוש האלקי מו""ה גרשון
                        קיטעוור ז""ל גיסו של רבינו הבעש״ט נ""ע : פעם אחת הי' הבעש״ט ז""ל בדאגה גדולה עד מאוד. וקראו לגיסו הרה""ק מו""ה גרשון ז""ל ואמר לו תדע גיסי כי כ",no_match,no_match,0.0,,,,
"האור
                        החיים",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה נוראה מהרב הקדוש האלקי מו""ה גרשון
                        קיטעוור ז""ל גיסו של רבינו הבעש״ט נ""ע : פעם אחת הי' הבעש״ט ז""ל בדאגה גדולה עד מאוד. וקראו לגיסו הרה""ק מו""ה גרשון ז""ל ואמר לו תדע גיסי כי כ",no_match,no_match,0.0,,,,
"הרב אוה""ק",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה נוראה מהרב הקדוש האלקי מו""ה גרשון
                        קיטעוור ז""ל גיסו של רבינו הבעש״ט נ""ע : פעם אחת הי' הבעש״ט ז""ל בדאגה גדולה עד מאוד. וקראו לגיסו הרה""ק מו""ה גרשון ז""ל ואמר לו תדע גיסי כי כ",no_match,no_match,0.0,,,,
"המגיד הגדול
                            ממעזריטץ",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה איך נתקרב רבינו האלקי המגיד הגדול
                            ממעזריטץ לרבינו הקדוש
                        הבעש""ט ז""ל :",phonetic,phonetic+trigram,0.846,Tsadik_002.001,בער המגיד הגדול ממעזריטש,Dov Ber,Tsadik_002.001(0.85)|Tsadik_002.002(0.50)
"הרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_134,"ומהרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ שמעתי המעשה איך נתקרב
                    הרב המגיד הגדול
                        להבעש""ט
                    המגיד צם ז׳ או ח' פעמים משבת לשבת רצופים וחלה מ",no_match,no_match,0.0,,,,
"מענדיל מק""ק באר",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_74,"ומהרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ שמעתי המעשה איך נתקרב
                    הרב המגיד הגדול
                        להבעש""ט
                    המגיד צם ז׳ או ח' פעמים משבת לשבת רצופים וחלה מ",no_match,no_match,0.0,,,,
"יעקב
                            מהניפאלי",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_242,"ומהרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ שמעתי המעשה איך נתקרב
                    הרב המגיד הגדול
                        להבעש""ט
                    המגיד צם ז׳ או ח' פעמים משבת לשבת רצופים וחלה מ",phonetic,phonetic+trigram,0.438,Tsadik_020.001,זוסי',Meshulam Zusha,Tsadik_020.001(0.44)
גרשון דק' פאווליץ,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_274,"ומהרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ שמעתי המעשה איך נתקרב
                    הרב המגיד הגדול
                        להבעש""ט
                    המגיד צם ז׳ או ח' פעמים משבת לשבת רצופים וחלה מ",no_match,no_match,0.0,,,,
"המגיד הגדול דק""ק מעזריטש",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי כי הרב המגיד הגדול דק""ק מעזריטש
                    לא הי' תוקע בעצמו כ""א הרב הק' מו' מנחם מענדיל שנפטר
                        באה״ק הי' תוקע והוא ז""ל הי׳ מקרא את
                    התקיעות וא",phonetic,phonetic+trigram,0.5,Tsadik_002.001,בער המגיד הגדול ממעזריטש,Dov Ber,Tsadik_002.001(0.50)
"מנחם נחום
                        מק' טשעראנביל",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_31,"מעשה כשנתקבל הרב המגיד הגדול למ""מ בק""ק
                        חוסטוב והסרסור הי׳ הרב הקדוש ר' מנחם נחום
                        מק' טשעראנביל ושמעתי מר׳ יואל
                            מפראטהור שהיה",phonetic,phonetic+trigram,0.423,Tsadik_014.001,מנחם נחום מטשארנאביל,Menahem Nahum Twersky,Tsadik_014.001(0.42)
"יואל
                            מפראטהור",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה כשנתקבל הרב המגיד הגדול למ""מ בק""ק
                        חוסטוב והסרסור הי׳ הרב הקדוש ר' מנחם נחום
                        מק' טשעראנביל ושמעתי מר׳ יואל
                            מפראטהור שהיה",no_match,no_match,0.0,,,,
"מדינות
                        האלעסי'",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה כשנתקבל הרב המגיד הגדול למ""מ בק""ק
                        חוסטוב והסרסור הי׳ הרב הקדוש ר' מנחם נחום
                        מק' טשעראנביל ושמעתי מר׳ יואל
                            מפראטהור שהיה",no_match,no_match,0.0,,,,
מוהר״ם מטשארנביל,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_31,"מעשה כשנתקבל הרב המגיד הגדול למ""מ בק""ק
                        חוסטוב והסרסור הי׳ הרב הקדוש ר' מנחם נחום
                        מק' טשעראנביל ושמעתי מר׳ יואל
                            מפראטהור שהיה",phonetic,phonetic+trigram,0.429,Tsadik_014.001,מנחם נחום מטשארנאביל,Menahem Nahum Twersky,Tsadik_014.001(0.43)
"כלת הרב המ""מ הגדול
                        אשת הר׳ אברהם",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מהרה""ק ר׳ נחום ששמע מפי כלת הרב המ""מ הגדול
                        אשת הר׳ אברהם הנ""ל כשנתאלמן בנו הק' מ׳ אברהם
                    זצ״ל קרא לשני חשובי העיר ואמר בקשתי שתסעו לק""ק קרעמניץ
       ",no_match,no_match,0.0,,,,
"פייוול בעמה""ח ספר משנת
                            חכמים",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מהרה""ק ר׳ נחום ששמע מפי כלת הרב המ""מ הגדול
                        אשת הר׳ אברהם הנ""ל כשנתאלמן בנו הק' מ׳ אברהם
                    זצ״ל קרא לשני חשובי העיר ואמר בקשתי שתסעו לק""ק קרעמניץ
       ",no_match,no_match,0.0,,,,
יהודה ליב כהן,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מהרה""ק ר׳ נחום ששמע מפי כלת הרב המ""מ הגדול
                        אשת הר׳ אברהם הנ""ל כשנתאלמן בנו הק' מ׳ אברהם
                    זצ״ל קרא לשני חשובי העיר ואמר בקשתי שתסעו לק""ק קרעמניץ
       ",phonetic,phonetic+trigram,0.471,Tsadik_037.001,משה יהודה ליב בן יעקב,Moshe Yehuda Erblich,Tsadik_037.001(0.47)|tempH-50(0.36)
מנחם מטשארנביל,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_31,"שמעתי מהרה""ק ר׳ נחום ששמע מפי כלת הרב המ""מ הגדול
                        אשת הר׳ אברהם הנ""ל כשנתאלמן בנו הק' מ׳ אברהם
                    זצ״ל קרא לשני חשובי העיר ואמר בקשתי שתסעו לק""ק קרעמניץ
       ",phonetic,phonetic+trigram,0.706,Tsadik_014.001,מנחם נחום מטשארנאביל,Menahem Nahum Twersky,Tsadik_014.001(0.71)
הדאקטער גורדע,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה נורא מאד מרבינו האלקי רשכב""ה המגיד הגדול ממעזריטש איך המשיך אליו
                        הדאקטער גורדע עד שנעשה צדיק גדול :",phonetic,phonetic+trigram,0.571,Tsadik_012.124,גרדע,Aharon Doktor Gordiai,Tsadik_012.124(0.57)
מהרה״מ,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"איש אחד משועי ואצילי וילנא הבירה עבר דרך
                        מעזריטש לעסקו וכאשר שמע מכל העם מפליאים לו מאד גדולת
                    הרב המגיד נתיישב בדעתו לילך ולתהות על קנקנו ועל כי היה האיש
  ",fuzzy,trigram,0.667,Tsadik_002.001,בער המגיד הגדול ממעזריטש,Dov Ber,Tsadik_002.001(0.67)
המגיד הג',Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה שהיה הרב הגדול האלקי ר׳ אהרן מקארלין קודם הפסח אצל הרב
                        המגיד הג' במעזריטש ורצה לנסוע
                    לביתו על החג הפסח וילך לקבל רשות פרידת שלום מרבו לנסוע לביתו ונתן ",no_match,no_match,0.0,,,,
"מרדכי מטשארנביל
                                טשאראביל",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"ויהי אחרי הדברים האלה עשה הרה״מ שידוך
                    עם היתומה בת הרר""א הנ""ל עם הרה""ק ר' מנחם נחום מטשארנביל ז""ל. עבור בנו הרה""ק ר׳ מרדכי מטשארנביל
                                טשאראביל. והיה ",phonetic,phonetic+trigram,0.571,Tsadik_014.002,מרדכי מטשארנאביל,Mordekhai Twersky,Tsadik_014.002(0.57)
"מנחם מענדיל מוויטפעסק ז""ל (בעהמ""ח פרי הארץ)",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_400,"ויהי אחרי הדברים האלה עשה הרה״מ שידוך
                    עם היתומה בת הרר""א הנ""ל עם הרה""ק ר' מנחם נחום מטשארנביל ז""ל. עבור בנו הרה""ק ר׳ מרדכי מטשארנביל
                                טשאראביל. והיה ",phonetic,phonetic+trigram,0.652,Tsadik_012.172,מנחם מענדיל,Menahem Mendel,Tsadik_012.172(0.65)
מנחם מענדיל מוויטעפסק בעל פרי הארץ,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_400,"עתה נכתוב קצת מאת הרב הגאון המפורסם איש אלקים קדוש מו""ה
                        מנחם מענדיל מוויטעפסק בעל פרי הארץ אשר תקע אהלו באה״ק תובב״א :",phonetic,phonetic+trigram,0.594,Tsadik_012.172,מנחם מענדיל,Menahem Mendel,Tsadik_012.172(0.59)
"מנחם מענדיל נ""ע
                            מוויטעפסק בעמה""ח ספר פרי
                            הארץ",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_400,"הרב האלקי הגאון הקדוש מו' מנחם מענדיל נ""ע
                            מוויטעפסק בעמה""ח ספר פרי
                            הארץ הי׳ לומד אצל הרב הק׳ המגיד
                    הגדול ממעזריטש ז""ל מנערות",phonetic,phonetic+trigram,0.5,Tsadik_012.172,מנחם מענדיל,Menahem Mendel,Tsadik_012.172(0.50)
